index_log, time_stamp, mode, thrust, roll, pitch, yaw, ae[0], ae[1], ae[2], ae[3], phi, theta, psi, sp, sq, sr, esp, esq, esr, sax, say, saz, bat_volt, P, P1, P2, temperature, pressure
0, 62362667, 2, 2978, 0, 0, 0, 372, 372, 372, 372, -2365, -889, 1277, -5, -7, -18, -32, -7, -14, -16264, -14968, 10352, 1162, 0, 0, 0, 0, 0
1, 62366568, 2, 2978, 0, 0, 0, 372, 372, 372, 372, -2390, -462, 1277, 47, 113, 147, 20, 113, -10, 12624, -5764, 9924, 1162, 0, 0, 0, 0, 0
2, 62370459, 2, 2978, 0, 0, 0, 372, 372, 372, 372, -2300, -654, 1277, -48, -253, -128, -75, -253, -6, -6288, 9376, 11584, 1162, 0, 0, 0, 0, 0
3, 62374347, 2, 2978, 0, 0, 0, 372, 372, 372, 372, -2334, -696, 1277, 31, 165, 8, 4, 165, -4, -2236, -6944, 18512, 1162, 0, 0, 0, 0, 0
4, 62378229, 2, 2978, 0, 0, 0, 372, 372, 372, 372, -2362, -1138, 1277, 51, -888, -104, 24, -888, -5, -13652, -6272, 21172, 1162, 0, 0, 0, 0, 0
5, 62382116, 2, 2978, 0, 0, 0, 372, 372, 372, 372, -2249, -1575, 1277, -5, -207, 76, -32, -207, -7, -14840, 12060, 22556, 1162, 0, 0, 0, 0, 0
6, 62386066, 2, 2978, 0, 0, 0, 372, 372, 372, 372, -2123, -1158, 1277, 93, -579, 59, 66, -579, -6, 12556, 13400, 14584, 1162, 0, 0, 0, 0, 0
7, 62389894, 2, 2978, 0, 0, 0, 372, 372, 372, 372, -2054, -1615, 1277, 17, 532, 94, -10, 532, -2, -16480, 6572, 26980, 1162, 0, 0, 0, 0, 0
8, 62393794, 2, 2978, 0, 0, 0, 372, 372, 372, 372, -2150, -1340, 1277, 114, 290, -28, 87, 290, 4, 6812, -14984, 25324, 1162, 0, 0, 0, 0, 0
9, 62397684, 2, 2978, 0, 0, 0, 372, 372, 372, 372, -2297, -2052, 1277, 29, 375, -77, 2, 375, 7, -24628, -21164, 30824, 1162, 0, 0, 0, 0, 0
10, 62401601, 2, 2978, 0, 0, 0, 372, 372, 372, 372, -2358, -1762, 1277, 88, 12, 101, 61, 12, 8, 7228, -10648, 18192, 1162, 0, 0, 0, 0, 0
11, 62405471, 2, 2978, 0, 0, 0, 372, 372, 372, 372, -2194, -1775, 1277, -9, -802, -75, -36, -802, 9, -1120, 18612, 9172, 1162, 0, 0, 0, 0, 0
12, 62409352, 2, 2978, 0, 0, 0, 372, 372, 372, 372, -2221, -1517, 1277, 124, -325, 44, 97, -325, 9, 6928, -6408, 3780, 1162, 0, 0, 0, 0, 0
13, 62413251, 2, 2978, 0, 0, 0, 372, 372, 372, 372, -2218, -1542, 1277, 17, -1122, -61, -10, -1122, 8, -808, -2028, 4924, 1162, 0, 0, 0, 0, 0
14, 62417191, 2, 2978, 0, 0, 0, 372, 372, 372, 372, -2089, -1774, 1277, -24, 201, 81, -51, 201, 7, -9228, 14424, 13056, 1162, 0, 0, 0, 0, 0
15, 62421030, 2, 2978, 0, 0, 0, 372, 372, 372, 372, -2144, -1374, 1277, 20, 9, 23, -7, 9, 7, 11000, -9304, 23596, 1162, 0, 0, 0, 0, 0
16, 62424907, 2, 2978, 0, 0, 0, 372, 372, 372, 372, -2100, -2002, 1277, -70, 726, 1, -97, 726, 9, -22444, 3876, 32767, 1162, 0, 0, 0, 0, 0
17, 62428798, 2, 2978, 0, 0, 0, 372, 372, 372, 372, -2169, -1861, 1277, 5, 445, -49, -22, 445, 9, 1900, -11076, 32767, 1162, 0, 0, 0, 0, 0
18, 62432689, 2, 2978, 0, 0, 0, 372, 372, 372, 372, -2344, -2523, 1277, 19, 218, -63, -8, 218, 7, -23324, -24644, 32767, 1162, 0, 0, 0, 0, 0
19, 62436589, 2, 2978, 0, 0, 0, 372, 372, 372, 372, -2349, -2176, 1277, -35, -149, 15, -62, -149, 3, 8800, -2840, 18656, 1162, 0, 0, 0, 0, 0
20, 62440479, 2, 2978, 0, 0, 0, 372, 372, 372, 372, -2167, -2268, 1277, -56, -715, -11, -83, -715, -1, -4160, 21256, 11508, 1162, 0, 0, 0, 0, 0
21, 62444373, 2, 2978, 0, 0, 0, 372, 372, 372, 372, -2205, -1782, 1277, 29, -110, 36, 2, -110, -3, 13440, -7344, -1336, 1162, 0, 0, 0, 0, 0
22, 62448304, 2, 2978, 0, 0, 0, 372, 372, 372, 372, -2268, -1834, 1277, -29, -718, -100, -56, -718, -5, -2476, -10172, 7936, 1162, 0, 0, 0, 0, 0
23, 62452158, 2, 2978, 0, 0, 0, 372, 372, 372, 372, -2294, -1935, 1277, -99, 60, 25, -126, 60, -8, -5156, -5104, 9140, 1141, 0, 0, 0, 0, 0
24, 62456044, 2, 2978, 0, 0, 0, 372, 372, 372, 372, -2355, -1665, 1277, -34, -380, -29, -61, -380, -11, 7212, -9952, 18312, 1141, 0, 0, 0, 0, 0
25, 62459923, 2, 2978, 0, 0, 0, 372, 372, 372, 372, -2231, -2101, 1277, -99, 165, 40, -126, 165, -12, -15844, 14000, 21952, 1141, 0, 0, 0, 0, 0
26, 62463821, 2, 2978, 0, 0, 0, 372, 372, 372, 372, -2263, -1917, 1277, 23, -66, -44, -4, -66, -12, 3860, -6508, 23868, 1141, 0, 0, 0, 0, 0
27, 62467705, 2, 2978, 0, 0, 0, 372, 372, 372, 372, -2401, -2414, 1277, 19, 771, 41, -8, 771, -12, -18872, -19996, 32767, 1141, 0, 0, 0, 0, 0
28, 62471600, 2, 2978, 0, 0, 0, 372, 372, 372, 372, -2360, -2255, 1277, -46, 435, -43, -73, 435, -11, 2108, 3124, 31764, 1141, 0, 0, 0, 0, 0
29, 62475483, 2, 2978, 0, 0, 0, 372, 372, 372, 372, -2189, -2670, 1277, -4, -13, 8, -31, -13, -10, -15528, 19496, 29244, 1141, 0, 0, 0, 0, 0
30, 62479423, 2, 2978, 0, 0, 0, 372, 372, 372, 372, -2309, -2385, 1277, 59, -340, 1, 32, -340, -10, 6908, -17948, 16700, 1141, 0, 0, 0, 0, 0
31, 62483274, 2, 2978, 0, 0, 0, 372, 372, 372, 372, -2295, -2360, 1277, 56, -1024, -105, 29, -1024, -10, -212, -928, -6456, 1141, 0, 0, 0, 0, 0
32, 62487167, 2, 2978, 0, 0, 0, 372, 372, 372, 372, -2327, -1963, 1277, 38, -729, 48, 11, -729, -12, 11336, -6608, -7036, 1141, 0, 0, 0, 0, 0
33, 62491049, 2, 2978, 0, 0, 0, 372, 372, 372, 372, -2354, -1535, 1277, 140, -694, -2, 113, -694, -13, 12656, -6596, -3572, 1141, 0, 0, 0, 0, 0
34, 62494937, 2, 2978, 0, 0, 0, 372, 372, 372, 372, -2130, -1583, 1277, -7, 81, 105, -34, 81, -11, -3164, 26324, 5316, 1141, 0, 0, 0, 0, 0
35, 62498829, 2, 2978, 0, 0, 0, 372, 372, 372, 372, -2105, -1467, 1277, 212, 266, -28, 185, 266, -6, 1784, -108, 17424, 1141, 0, 0, 0, 0, 0
36, 62502713, 2, 2978, 0, 0, 0, 372, 372, 372, 372, -2236, -1715, 1277, 87, 1062, 111, 60, 1062, -1, -10820, -19388, 32767, 1141, 0, 0, 0, 0, 0
37, 62506645, 2, 2978, 0, 0, 0, 372, 372, 372, 372, -2183, -1964, 1277, 72, 358, -122, 45, 358, 4, -10172, 4188, 32767, 1141, 0, 0, 0, 0, 0
38, 62510541, 2, 2978, 0, 0, 0, 372, 372, 372, 372, -2025, -2365, 1277, 57, -220, 11, 30, -220, 5, -14484, 17716, 30716, 1141, 0, 0, 0, 0, 0
39, 62514392, 2, 2978, 0, 0, 0, 372, 372, 372, 372, -2125, -2509, 1277, 193, -570, -29, 166, -570, 4, -6212, -15940, 2960, 1141, 0, 0, 0, 0, 0
40, 62518277, 2, 2978, 0, 0, 0, 372, 372, 372, 372, -2045, -2396, 1277, 159, -1291, -79, 132, -1291, 2, 2832, 7192, -15104, 1141, 0, 0, 0, 0, 0
41, 62522174, 2, 2978, 0, 0, 0, 372, 372, 372, 372, -2084, -1760, 1277, 180, -539, 72, 153, -539, -1, 18684, -8008, -8352, 1141, 0, 0, 0, 0, 0
42, 62526062, 2, 2978, 0, 0, 0, 372, 372, 372, 372, -2051, -1299, 1277, 204, 91, 4, 177, 91, -3, 12888, 968, 1032, 1141, 0, 0, 0, 0, 0
43, 62529941, 2, 2978, 0, 0, 0, 372, 372, 372, 372, -2306, -1463, 1277, 28, 435, 35, 1, 435, -2, -7120, 30600, 13668, 1141, 0, 0, 0, 0, 0
44, 62533831, 2, 2978, 0, 0, 0, 372, 372, 372, 372, -2304, -1484, 1277, 222, 770, -42, 195, 770, -1, -3180, -3384, 27172, 1141, 0, 0, 0, 0, 0
45, 62537722, 2, 2978, 0, 0, 0, 372, 372, 372, 372, -2462, -1859, 1277, 109, 860, 12, 82, 860, -1, -14640, -23100, 32767, 1141, 0, 0, 0, 0, 0
46, 62541662, 2, 2978, 0, 0, 0, 372, 372, 372, 372, -2449, -2020, 1277, 60, -113, -149, 33, -113, -3, -6872, -1212, 32767, 1141, 0, 0, 0, 0, 0
47, 62545504, 2, 2978, 0, 0, 0, 372, 372, 372, 372, -2438, -2248, 1277, 69, -536, -60, 42, -536, -9, -8596, -1436, 2312, 1141, 0, 0, 0, 0, 0
48, 62549410, 2, 2978, 0, 0, 0, 372, 372, 372, 372, -2534, -2152, 1277, 111, -894, -59, 84, -894, -16, 2028, -15384, -8368, 1141, 0, 0, 0, 0, 0
49, 62553317, 2, 2978, 0, 0, 0, 372, 372, 372, 372, -2413, -2046, 1277, 139, -1101, -129, 112, -1101, -25, 2704, 12216, -16576, 1134, 0, 0, 0, 0, 0
50, 62557181, 2, 2978, 0, 0, 0, 372, 372, 372, 372, -2513, -1256, 1277, 121, 68, 52, 94, 68, -33, 23160, -15992, -1792, 1134, 0, 0, 0, 0, 0
51, 62561071, 2, 2978, 0, 0, 0, 372, 372, 372, 372, -2488, -967, 1277, 70, 344, -183, 43, 344, -40, 7540, 248, 6932, 1134, 0, 0, 0, 0, 0
52, 62564952, 2, 2978, 0, 0, 0, 372, 372, 372, 372, -2242, -953, 1277, -35, 861, -53, -62, 861, -47, -1672, 29148, 16036, 1134, 0, 0, 0, 0, 0
53, 62568869, 2, 2978, 0, 0, 0, 372, 372, 372, 372, -2285, -1184, 1277, 136, 676, -205, 109, 676, -57, -9244, -8528, 30036, 1134, 0, 0, 0, 0, 0
54, 62572779, 2, 2978, 0, 0, 0, 372, 372, 372, 372, -2429, -1475, 1277, 81, 897, -38, 54, 897, -67, -11680, -21264, 32767, 1134, 0, 0, 0, 0, 0
55, 62576627, 2, 2978, 0, 0, 0, 372, 372, 372, 372, -2386, -1161, 1277, 0, -169, -213, -27, -169, -77, 8804, 3084, 24580, 1134, 0, 0, 0, 0, 0
56, 62580508, 2, 2978, 0, 0, 0, 372, 372, 372, 372, -2391, -1565, 1277, 19, -186, -104, -8, -186, -87, -13820, -3096, 12260, 1134, 0, 0, 0, 0, 0
57, 62584400, 2, 2978, 0, 0, 0, 372, 372, 372, 372, -2478, -1469, 1277, -3, -688, -148, -30, -688, -97, 2424, -13548, 1448, 1134, 0, 0, 0, 0, 0
58, 62588287, 2, 2978, 0, 0, 0, 372, 372, 372, 372, -2429, -1733, 1277, 39, -909, -208, 12, -909, -107, -8680, 3516, -1892, 1134, 0, 0, 0, 0, 0
59, 62592187, 2, 2978, 0, 0, 0, 372, 372, 372, 372, -2638, -1011, 1277, 49, -354, -82, 22, -354, -117, 21860, -29404, 900, 1134, 0, 0, 0, 0, 0
60, 62596069, 2, 2978, 0, 0, 0, 372, 372, 372, 372, -2661, -691, 1277, 21, -414, -280, -6, -414, -127, 9788, -5692, -5212, 1134, 0, 0, 0, 0, 0
61, 62599961, 2, 2978, 0, 0, 0, 372, 372, 372, 372, -2452, -442, 1277, -76, 737, -57, -103, 737, -136, 6316, 24528, -1944, 1141, 0, 0, 0, 0, 0
62, 62603902, 2, 2978, 0, 0, 0, 372, 372, 372, 372, -2487, -502, 1277, 110, 581, -313, 83, 581, -144, -3136, -7616, 10324, 1141, 0, 0, 0, 0, 0
63, 62607744, 2, 2978, 0, 0, 0, 372, 372, 372, 372, -2460, -1025, 1277, 54, 1120, -74, 27, 1120, -153, -18752, 648, 32767, 1141, 0, 0, 0, 0, 0
64, 62611673, 2, 2978, 0, 0, 0, 372, 372, 372, 372, -2406, -706, 1277, -17, 273, -209, -44, 273, -159, 8824, 4492, 32767, 1141, 0, 0, 0, 0, 0
65, 62615526, 2, 2978, 0, 0, 0, 372, 372, 372, 372, -2416, -1380, 1277, -13, 299, -220, -40, 299, -165, -22660, -3736, 24444, 1141, 0, 0, 0, 0, 0
66, 62619407, 2, 2978, 0, 0, 0, 372, 372, 372, 372, -2474, -1282, 1277, -26, -617, -186, -53, -617, -171, 2576, -9724, 7884, 1141, 0, 0, 0, 0, 0
67, 62623299, 2, 2978, 0, 0, 0, 372, 372, 372, 372, -2461, -1586, 1277, 105, -803, -190, 78, -803, -177, -9924, -1420, 5120, 1141, 0, 0, 0, 0, 0
68, 62627190, 2, 2978, 0, 0, 0, 372, 372, 372, 372, -2676, -1077, 1277, 56, -480, -178, 29, -480, -181, 15344, -30396, 4892, 1141, 0, 0, 0, 0, 0
69, 62631080, 2, 2978, 0, 0, 0, 372, 372, 372, 372, -2715, -780, 1277, 123, -693, -240, 96, -693, -185, 9348, -8476, -6016, 1141, 0, 0, 0, 0, 0
70, 62635015, 2, 2978, 0, 0, 0, 372, 372, 372, 372, -2519, -394, 1277, -13, 1031, -36, -40, 1031, -188, 10192, 22356, -6544, 1141, 0, 0, 0, 0, 0
71, 62638858, 2, 2978, 0, 0, 0, 372, 372, 372, 372, -2634, -785, 1277, 156, 707, -355, 129, 707, -188, -13860, -18108, 32767, 1141, 0, 0, 0, 0, 0
72, 62642748, 2, 2978, 0, 0, 0, 372, 372, 372, 372, -2575, -1266, 1277, 101, 1094, -71, 74, 1094, -189, -17636, 4280, 32767, 1141, 0, 0, 0, 0, 0
73, 62646648, 2, 2978, 0, 0, 0, 372, 372, 372, 372, -2561, -939, 1277, 75, 616, -216, 48, 616, -190, 8372, -1240, 32767, 1141, 0, 0, 0, 0, 0
74, 62650571, 2, 2978, 0, 0, 0, 372, 372, 372, 372, -2553, -1763, 1277, 22, 93, -286, -5, 93, -190, -27452, -1652, 27028, 1190, 0, 0, 0, 0, 0
75, 62654418, 2, 2978, 0, 0, 0, 372, 372, 372, 372, -2576, -1527, 1277, 44, -834, -126, 17, -834, -193, 6912, -5788, 4228, 1190, 0, 0, 0, 0, 0
76, 62658308, 2, 2978, 0, 0, 0, 372, 372, 372, 372, -2540, -1633, 1277, 196, -630, -117, 169, -630, -193, -4052, 872, 8180, 1190, 0, 0, 0, 0, 0
77, 62662199, 2, 2978, 0, 0, 0, 372, 372, 372, 372, -2706, -1577, 1277, 81, -556, -217, 54, -556, -191, 928, -24328, 15860, 1190, 0, 0, 0, 0, 0
78, 62666129, 2, 2978, 0, 0, 0, 372, 372, 372, 372, -2720, -1057, 1277, 184, -724, -130, 157, -724, -188, 16044, -5516, -6788, 1190, 0, 0, 0, 0, 0
79, 62669979, 2, 2978, 0, 0, 0, 372, 372, 372, 372, -2474, -1657, 1277, 8, 1393, -122, -19, 1393, -184, -22132, 28676, 24484, 1190, 0, 0, 0, 0, 0
80, 62673896, 2, 2978, 0, 0, 0, 372, 372, 372, 372, -2597, -2098, 1277, 155, 502, -374, 128, 502, -182, -16432, -19064, 32767, 1190, 0, 0, 0, 0, 0
81, 62677751, 2, 2978, 0, 0, 0, 372, 372, 372, 372, -2568, -2398, 1277, 92, 891, -9, 65, 891, -182, -12888, 572, 32767, 1190, 0, 0, 0, 0, 0
82, 62681650, 2, 2978, 0, 0, 0, 372, 372, 372, 372, -2627, -2123, 1277, 121, 886, -221, 94, 886, -180, 5196, -10840, 32767, 1190, 0, 0, 0, 0, 0
83, 62685532, 2, 2978, 0, 0, 0, 372, 372, 372, 372, -2593, -3063, 1277, -18, -745, -301, -45, -745, -180, -31192, 1700, 26740, 1190, 0, 0, 0, 0, 0
84, 62689423, 2, 2978, 0, 0, 0, 372, 372, 372, 372, -2581, -2473, 1277, 75, -1069, 1, 48, -1069, -181, 17260, -1592, -8696, 1190, 0, 0, 0, 0, 0
85, 62693315, 2, 2978, 0, 0, 0, 372, 372, 372, 372, -2502, -2496, 1277, 119, 28, -110, 92, 28, -178, -3248, 6956, 13076, 1190, 0, 0, 0, 0, 0
86, 62697257, 2, 3021, 0, 0, 0, 372, 372, 372, 372, -2624, -2588, 1277, 102, -427, -264, 75, -427, -172, -4868, -18736, 27220, 1190, 0, 0, 0, 0, 0
87, 62701102, 2, 3021, 0, 0, 0, 377, 377, 377, 377, -2529, -1692, 1277, 122, -707, -40, 95, -707, -169, 27048, 8744, 1660, 1155, 0, 0, 0, 0, 0
88, 62704983, 2, 3021, 0, 0, 0, 377, 377, 377, 377, -2419, -2201, 1277, -17, 1143, -161, -44, 1143, -164, -19520, 11580, 19556, 1155, 0, 0, 0, 0, 0
89, 62708874, 2, 3021, 0, 0, 0, 377, 377, 377, 377, -2480, -2703, 1277, 147, 78, -373, 120, 78, -161, -18356, -11080, 21840, 1155, 0, 0, 0, 0, 0
90, 62712765, 2, 3021, 0, 0, 0, 377, 377, 377, 377, -2514, -2438, 1277, 172, 241, 131, 145, 241, -161, 5452, -7808, 17168, 1155, 0, 0, 0, 0, 0
91, 62716696, 2, 3021, 0, 0, 0, 377, 377, 377, 377, -2528, -2237, 1277, 147, 897, -233, 120, 897, -157, 2808, -5244, 32767, 1155, 0, 0, 0, 0, 0
92, 62720541, 2, 2978, 0, 0, 0, 377, 377, 377, 377, -2458, -2963, 1277, 59, -128, -184, 32, -128, -153, -25284, 6080, 25960, 1155, 0, 0, 0, 0, 0
93, 62724433, 2, 2978, 0, 0, 0, 372, 372, 372, 372, -2366, -2533, 1277, 147, -575, 2, 120, -575, -150, 11568, 8404, 4464, 1155, 0, 0, 0, 0, 0
94, 62728371, 2, 2978, 0, 0, 0, 372, 372, 372, 372, -2298, -2825, 1277, 107, 156, -110, 80, 156, -144, -12064, 5716, 25760, 1155, 0, 0, 0, 0, 0
95, 62732213, 2, 2978, 0, 0, 0, 372, 372, 372, 372, -2432, -2469, 1277, 191, -613, -173, 164, -613, -137, 9392, -20612, 4256, 1155, 0, 0, 0, 0, 0
96, 62736104, 2, 2978, 0, 0, 0, 372, 372, 372, 372, -2408, -1783, 1277, 169, -108, 58, 142, -108, -131, 19616, -412, 7388, 1155, 0, 0, 0, 0, 0
97, 62740000, 2, 3021, 0, 0, 0, 372, 372, 372, 372, -2337, -2282, 1277, 78, 811, -244, 51, 811, -123, -18836, 6184, 16608, 1155, 0, 0, 0, 0, 0
98, 62743881, 2, 3021, 0, 0, 0, 377, 377, 377, 377, -2366, -2878, 1277, 181, 105, -193, 154, 105, -120, -21492, -7024, 21164, 1155, 0, 0, 0, 0, 0
99, 62747772, 2, 3021, 0, 0, 0, 377, 377, 377, 377, -2438, -2658, 1277, 300, 102, 149, 273, 102, -117, 4024, -13216, 17600, 1155, 0, 0, 0, 0, 0
100, 62751697, 2, 3021, 0, 0, 0, 377, 377, 377, 377, -2421, -2435, 1277, 174, 417, -229, 147, 417, -111, 3920, -1276, 20300, 1169, 0, 0, 0, 0, 0
101, 62755561, 2, 3021, 0, 0, 0, 377, 377, 377, 377, -2322, -2402, 1277, 165, -428, -59, 138, -428, -106, -788, 9352, 3092, 1169, 0, 0, 0, 0, 0
102, 62759536, 2, 2978, 0, 0, 0, 377, 377, 377, 377, -2201, -1884, 1277, 164, 44, -31, 137, 44, -101, 14124, 12320, -7408, 1169, 0, 0, 0, 0, 0
103, 62763334, 2, 2978, 0, 0, 0, 372, 372, 372, 372, -2190, -2308, 1277, 231, 522, -72, 204, 522, -96, -16132, -2100, 21320, 1169, 0, 0, 0, 0, 0
104, 62767225, 2, 2978, 0, 0, 0, 372, 372, 372, 372, -2333, -2077, 1277, 211, -40, -21, 184, -40, -89, 5132, -21652, 23272, 1169, 0, 0, 0, 0, 0
105, 62771114, 2, 2978, 0, 0, 0, 372, 372, 372, 372, -2391, -1789, 1277, 235, 194, 9, 208, 194, -81, 6892, -11060, 21908, 1169, 0, 0, 0, 0, 0
106, 62775005, 2, 2978, 0, 0, 0, 372, 372, 372, 372, -2350, -2232, 1277, 50, 496, -139, 23, 496, -74, -16620, 2548, 19728, 1169, 0, 0, 0, 0, 0
107, 62778902, 2, 2978, 0, 0, 0, 372, 372, 372, 372, -2411, -2863, 1277, 216, -266, -145, 189, -266, -70, -22072, -11368, 14320, 1169, 0, 0, 0, 0, 0
108, 62782780, 2, 2978, 0, 0, 0, 372, 372, 372, 372, -2520, -2537, 1277, 215, 26, 153, 188, 26, -67, 7540, -17624, 8284, 1169, 0, 0, 0, 0, 0
109, 62786677, 2, 2978, 0, 0, 0, 372, 372, 372, 372, -2456, -2104, 1277, 203, 80, -205, 176, 80, -62, 11200, 4588, 9380, 1169, 0, 0, 0, 0, 0
110, 62790609, 2, 2978, 0, 0, 0, 372, 372, 372, 372, -2307, -1845, 1277, 96, -26, 96, 69, -26, -58, 6240, 16136, -3024, 1169, 0, 0, 0, 0, 0
111, 62794451, 2, 2978, 0, 0, 0, 372, 372, 372, 372, -2255, -1726, 1277, 161, 342, -85, 134, 342, -53, 1508, 3412, 16052, 1169, 0, 0, 0, 0, 0
112, 62798338, 2, 2978, 0, 0, 0, 372, 372, 372, 372, -2171, -2450, 1277, 92, 924, 22, 65, 924, -47, -26100, 7936, 32767, 1169, 0, 0, 0, 0, 0
113, 62802237, 2, 2978, 0, 0, 0, 372, 372, 372, 372, -2316, -2182, 1277, 175, -432, -43, 148, -432, -42, 6716, -21704, 32244, 1155, 0, 0, 0, 0, 0
114, 62806127, 2, 2978, 0, 0, 0, 372, 372, 372, 372, -2322, -2164, 1277, 93, -286, 47, 66, -286, -36, -1224, -3540, 22320, 1155, 0, 0, 0, 0, 0
115, 62810017, 2, 2978, 0, 0, 0, 372, 372, 372, 372, -2290, -2133, 1277, -20, -472, -85, -47, -472, -31, -532, 1864, 10696, 1155, 0, 0, 0, 0, 0
116, 62813908, 2, 2978, 0, 0, 0, 372, 372, 372, 372, -2286, -2398, 1277, 96, -721, -41, 69, -721, -28, -9644, -2304, -3084, 1155, 0, 0, 0, 0, 0
117, 62817798, 2, 2978, 0, 0, 0, 372, 372, 372, 372, -2469, -1688, 1277, 18, 110, 98, -9, 110, -25, 20180, -25856, -3580, 1155, 0, 0, 0, 0, 0
118, 62821737, 2, 2978, 0, 0, 0, 372, 372, 372, 372, -2434, -1536, 1277, 84, 265, -132, 57, 265, -21, 2832, 1468, 12184, 1155, 0, 0, 0, 0, 0
119, 62825582, 2, 3021, 0, 0, 0, 372, 372, 372, 372, -2346, -1637, 1277, -116, 287, 72, -143, 287, -19, -5164, 9472, 21996, 1155, 0, 0, 0, 0, 0
120, 62829461, 2, 3021, 0, 0, 0, 377, 377, 377, 377, -2311, -1591, 1277, 34, 56, -165, 7, 56, -18, -228, 1936, 21528, 1155, 0, 0, 0, 0, 0
121, 62833348, 2, 3021, 0, 0, 0, 377, 377, 377, 377, -2163, -2203, 1277, -130, 696, 33, -157, 696, -20, -22112, 17308, 32767, 1155, 0, 0, 0, 0, 0
122, 62837249, 2, 3021, 0, 0, 0, 377, 377, 377, 377, -2264, -1946, 1277, 79, -298, -89, 52, -298, -22, 6424, -15552, 32767, 1155, 0, 0, 0, 0, 0
123, 62841130, 2, 3021, 0, 0, 0, 377, 377, 377, 377, -2176, -2117, 1277, -139, 168, 28, -166, 168, -24, -7640, 9772, 30380, 1155, 0, 0, 0, 0, 0
124, 62845022, 2, 2978, 0, 0, 0, 377, 377, 377, 377, -2142, -2242, 1277, -102, -217, -139, -129, -217, -27, -5832, 2716, 24868, 1155, 0, 0, 0, 0, 0
125, 62848910, 2, 2978, 0, 0, 0, 372, 372, 372, 372, -2094, -2736, 1277, -82, -502, 79, -109, -502, -29, -17392, 4400, 14520, 1155, 0, 0, 0, 0, 0
126, 62852868, 2, 2978, 0, 0, 0, 372, 372, 372, 372, -2336, -2398, 1277, -73, -599, 16, -100, -599, -29, 8872, -32692, 16444, 1134, 0, 0, 0, 0, 0
127, 62856697, 2, 2978, 0, 0, 0, 372, 372, 372, 372, -2353, -2393, 1277, -14, -432, -83, -41, -432, -27, -1664, -4508, 9824, 1134, 0, 0, 0, 0, 0
128, 62860581, 2, 2978, 0, 0, 0, 372, 372, 372, 372, -2319, -2168, 1277, -168, -546, 16, -195, -546, -26, 5528, 2936, -1196, 1134, 0, 0, 0, 0, 0
129, 62864504, 2, 2978, 0, 0, 0, 372, 372, 372, 372, -2273, -2059, 1277, -5, -465, -167, -32, -465, -27, 1948, 3608, -1088, 1134, 0, 0, 0, 0, 0
130, 62868364, 2, 2978, 0, 0, 0, 372, 372, 372, 372, -2177, -2131, 1277, -85, -22, 44, -112, -22, -30, -4360, 10388, 10048, 1134, 0, 0, 0, 0, 0
131, 62872254, 2, 2978, 0, 0, 0, 372, 372, 372, 372, -2246, -1940, 1277, 133, -174, -11, 106, -174, -31, 4224, -11780, 18820, 1134, 0, 0, 0, 0, 0
132, 62876143, 2, 2978, 0, 0, 0, 372, 372, 372, 372, -2166, -2004, 1277, -111, 414, 63, -138, 414, -30, -4532, 8532, 19800, 1134, 0, 0, 0, 0, 0
133, 62880034, 2, 2978, 0, 0, 0, 372, 372, 372, 372, -2100, -2287, 1277, 19, 251, -110, -8, 251, -27, -11384, 6148, 19392, 1134, 0, 0, 0, 0, 0
134, 62883964, 2, 2978, 0, 0, 0, 372, 372, 372, 372, -2020, -2766, 1277, -13, -225, 92, -40, -225, -25, -17316, 8184, 18280, 1134, 0, 0, 0, 0, 0
135, 62887806, 2, 2978, 0, 0, 0, 372, 372, 372, 372, -2187, -2660, 1277, 33, -550, -45, 6, -550, -21, 1364, -23664, 5152, 1134, 0, 0, 0, 0, 0
136, 62891703, 2, 2978, 0, 0, 0, 372, 372, 372, 372, -2172, -2448, 1277, 98, -530, 85, 71, -530, -17, 4824, -896, 7940, 1134, 0, 0, 0, 0, 0
137, 62895602, 2, 2978, 0, 0, 0, 372, 372, 372, 372, -2142, -2272, 1277, -5, -502, -1, -32, -502, -11, 3852, 1616, -3736, 1134, 0, 0, 0, 0, 0
138, 62899482, 2, 2978, 0, 0, 0, 372, 372, 372, 372, -2096, -2049, 1277, 110, -317, -25, 83, -317, -6, 5288, 3064, 2872, 1134, 0, 0, 0, 0, 0
139, 62903384, 2, 2978, 0, 0, 0, 372, 372, 372, 372, -2077, -2096, 1277, 54, 95, 95, 27, 95, -1, -3696, -76, 10612, 1162, 0, 0, 0, 0, 0
140, 62907270, 2, 2978, 0, 0, 0, 372, 372, 372, 372, -2150, -1879, 1277, 145, 229, 67, 118, 229, 5, 4568, -12348, 17720, 1162, 0, 0, 0, 0, 0
141, 62911151, 2, 2978, 0, 0, 0, 372, 372, 372, 372, -2084, -2256, 1277, -15, 483, -50, -42, 483, 11, -14568, 6336, 16376, 1162, 0, 0, 0, 0, 0
142, 62915087, 2, 2978, 0, 0, 0, 372, 372, 372, 372, -2039, -2056, 1277, 55, 462, 35, 28, 462, 15, 3544, 3300, 7064, 1162, 0, 0, 0, 0, 0
143, 62918930, 2, 2978, 0, 0, 0, 372, 372, 372, 372, -1976, -2499, 1277, 0, 221, -59, -27, 221, 17, -16524, 6004, 16980, 1162, 0, 0, 0, 0, 0
