index_log, time_stamp, mode, thrust, roll, pitch, yaw, ae[0], ae[1], ae[2], ae[3], phi, theta, psi, sp, sq, sr, esp, esq, esr, sax, say, saz, bat_volt, P, P1, P2, temperature, pressure
0, 476232610, 5, 1758, 0, 0, 0, 219, 219, 219, 219, 56, 74, 9586, -1, 1, 1, 0, 0, 0, -1414, 216, 15976, 1190, 14, 18, 13, 0, 0
1, 476242674, 5, 1758, 0, 0, 0, 219, 219, 219, 219, 55, 74, 9586, 0, 0, 4, 0, 0, 0, -1170, 354, 16394, 1190, 14, 18, 13, 0, 0
2, 476252695, 5, 1758, 0, 0, 0, 219, 219, 219, 219, 56, 73, 9586, 1, -2, 1, 0, 0, 0, -1460, 80, 16714, 1190, 14, 18, 13, 0, 0
3, 476262758, 5, 1758, 0, 0, 0, 219, 219, 219, 219, 55, 73, 9586, -2, 3, 0, 0, 0, 0, -1646, 464, 16200, 1190, 14, 18, 13, 0, 0
4, 476272801, 5, 1758, 0, 0, 0, 219, 219, 219, 219, 56, 73, 9586, 0, 2, 5, 0, 0, 0, -1036, 148, 15964, 1190, 14, 18, 13, 0, 0
5, 476282833, 5, 1758, 0, 0, 0, 219, 219, 219, 219, 56, 73, 9586, 0, 0, 2, 0, 0, 0, -1168, 296, 15914, 1190, 14, 18, 13, 0, 0
6, 476292877, 5, 1758, 0, 0, 0, 219, 219, 219, 219, 55, 74, 9586, -1, -1, -1, 0, 0, 0, -1230, 296, 16056, 1190, 14, 18, 13, 0, 0
7, 476302917, 5, 1758, 0, 0, 0, 219, 219, 219, 219, 56, 74, 9586, 1, -3, 1, 0, 0, 0, -1466, 12, 16488, 1190, 14, 18, 13, 0, 0
8, 476312981, 5, 1831, 0, 0, 0, 219, 219, 219, 219, 55, 73, 9587, -1, 2, 3, 0, 0, 0, -1482, 280, 16652, 1190, 14, 18, 13, 0, 0
9, 476323005, 5, 1831, 0, 0, 0, 228, 228, 228, 228, 55, 73, 9587, -1, 3, 1, 0, 0, 0, -1258, 224, 16152, 1190, 14, 18, 13, 0, 0
10, 476333036, 5, 1787, 0, 0, 0, 228, 228, 228, 228, 55, 73, 9587, -1, 1, -1, 0, 0, 0, -1354, 296, 15944, 1190, 14, 18, 13, 0, 0
11, 476343090, 5, 1787, 0, 0, 0, 223, 223, 223, 223, 55, 73, 9587, -1, 1, 3, 0, 0, 0, -1342, 422, 16180, 1190, 14, 18, 13, 0, 0
12, 476353111, 5, 1831, 0, 0, 0, 223, 223, 223, 223, 55, 73, 9587, 0, -1, 3, 0, 0, 0, -1314, 80, 16510, 1183, 14, 18, 13, 0, 0
13, 476363167, 5, 1831, 0, 0, 0, 228, 228, 228, 228, 55, 73, 9587, -1, 2, 1, 0, 0, 0, -1416, 152, 15838, 1183, 14, 18, 13, 0, 0
14, 476373249, 5, 1831, 0, 0, 0, 228, 228, 228, 228, 55, 73, 9588, -1, 1, 2, 0, 0, 0, -954, 398, 15960, 1183, 14, 18, 13, 0, 0
15, 476383249, 5, 1860, 0, 0, 0, 228, 228, 228, 228, 55, 73, 9588, 2, -2, 1, 0, 0, 0, -1354, 98, 16592, 1183, 14, 18, 13, 0, 0
16, 476393397, 5, 1860, 0, 0, 0, 232, 232, 232, 232, 55, 73, 9588, -2, 2, 2, 0, 0, 0, -1648, 254, 16030, 1183, 14, 18, 13, 0, 0
17, 476403329, 5, 1860, 0, 0, 0, 232, 232, 232, 232, 55, 73, 9588, -1, 1, 1, 0, 0, 0, -1136, 238, 15932, 1183, 14, 18, 13, 0, 0
18, 476413522, 5, 1860, 0, 0, 0, 232, 232, 232, 232, 55, 73, 9588, 0, -3, 1, 0, 0, 0, -1218, 310, 15824, 1183, 14, 18, 13, 0, 0
19, 476423406, 5, 1860, 0, 0, 0, 232, 232, 232, 232, 55, 73, 9588, -1, 1, 3, 0, 0, 0, -1408, 416, 16600, 1183, 14, 18, 13, 0, 0
20, 476433557, 5, 1860, 0, 0, 0, 232, 232, 232, 232, 56, 73, 9588, 0, 2, 1, 0, 0, 0, -1412, 92, 16404, 1183, 14, 18, 13, 0, 0
21, 476443486, 5, 1860, 0, 0, 0, 232, 232, 232, 232, 56, 73, 9588, -1, 0, -1, 0, 0, 0, -1302, 504, 16228, 1183, 14, 18, 13, 0, 0
22, 476453523, 5, 1860, 0, 0, 0, 232, 232, 232, 232, 56, 73, 9588, 1, 0, 3, 0, 0, 0, -1272, 18, 16362, 1183, 14, 18, 13, 0, 0
23, 476463556, 5, 1860, 0, 0, 0, 232, 232, 232, 232, 56, 73, 9589, 0, 2, 4, 0, 0, 0, -1420, 304, 16424, 1183, 14, 18, 13, 0, 0
24, 476473603, 5, 1860, 0, 0, 0, 232, 232, 232, 232, 56, 73, 9589, -2, 0, -1, 0, 0, 0, -1408, 718, 16280, 1183, 14, 18, 13, 0, 0
25, 476483639, 5, 1860, 0, 0, 0, 232, 232, 232, 232, 57, 73, 9588, 2, 0, 1, 0, 0, 0, -1318, -260, 16302, 1183, 14, 18, 13, 0, 0
26, 476493687, 5, 1860, 0, 0, 0, 232, 232, 232, 232, 56, 73, 9589, -1, 3, 6, 0, 0, 0, -1302, 622, 16194, 1183, 14, 18, 13, 0, 0
27, 476503724, 5, 1860, 0, 0, 0, 232, 232, 232, 232, 57, 72, 9589, -2, 1, -1, 0, 0, 0, -1346, 316, 16290, 1190, 14, 18, 13, 0, 0
28, 476513756, 5, 1860, 0, 0, 0, 232, 232, 232, 232, 58, 73, 9589, 0, 1, -1, 0, 0, 0, -1206, -52, 15842, 1190, 14, 18, 13, 0, 0
29, 476523979, 5, 1860, 0, 0, 0, 232, 232, 232, 232, 57, 73, 9589, -1, 2, 7, 0, 0, 0, -1346, 570, 16442, 1190, 14, 18, 13, 0, 0
30, 476533849, 5, 1860, 0, 0, 0, 232, 232, 232, 232, 58, 72, 9590, 1, -4, 3, 0, 0, 0, -1448, 206, 16746, 1190, 14, 18, 13, 0, 0
31, 476543895, 5, 1860, 0, 0, 0, 232, 232, 232, 232, 58, 73, 9589, -2, 7, -3, 0, 0, 0, -1334, 444, 15656, 1190, 14, 18, 13, 0, 0
32, 476553931, 5, 1860, 0, 0, 0, 232, 232, 232, 232, 58, 73, 9590, -1, 2, 6, 0, 0, 0, -1218, 30, 16110, 1183, 14, 18, 13, 0, 0
33, 476563986, 5, 1860, 0, 0, 0, 232, 232, 232, 232, 58, 72, 9590, 1, -4, 6, 0, 0, 0, -1058, 200, 16104, 1183, 14, 18, 13, 0, 0
34, 476574019, 5, 1860, 0, 0, 0, 232, 232, 232, 232, 57, 74, 9590, -2, 0, -6, 0, 0, 0, -1896, 518, 16114, 1183, 14, 18, 13, 0, 0
35, 476584118, 5, 1860, 0, 0, 0, 232, 232, 232, 232, 58, 72, 9590, 1, 0, 4, 0, 0, 0, -1170, -390, 16568, 1183, 14, 18, 13, 0, 0
36, 476594106, 5, 1860, 0, 0, 0, 232, 232, 232, 232, 56, 71, 9591, 2, 5, 7, 0, 0, 0, -1190, 402, 16014, 1183, 14, 18, 13, 0, 0
37, 476604254, 5, 1860, 0, 0, 0, 232, 232, 232, 232, 56, 73, 9590, -2, -1, -8, 0, 0, 0, -1830, 242, 15566, 1190, 14, 18, 13, 0, 0
38, 476614192, 5, 1860, 0, 0, 0, 232, 232, 232, 232, 56, 72, 9590, 0, -1, 4, 0, 0, 0, -652, -120, 15864, 1190, 14, 18, 13, 0, 0
39, 476624391, 5, 1860, 0, 0, 0, 232, 232, 232, 232, 55, 72, 9591, 2, 0, 8, 0, 0, 0, -1466, 368, 16258, 1190, 14, 18, 13, 0, 0
40, 476634279, 5, 1860, 0, 0, 0, 232, 232, 232, 232, 56, 73, 9591, -2, -1, -7, 0, 0, 0, -1682, 510, 16274, 1190, 14, 18, 13, 0, 0
41, 476644451, 5, 1860, 0, 0, 0, 232, 232, 232, 232, 57, 71, 9590, 0, -2, 1, 0, 0, 0, -1072, 144, 16568, 1190, 14, 18, 13, 0, 0
42, 476654354, 5, 1860, 0, 0, 0, 232, 232, 232, 232, 56, 72, 9591, 1, 5, 9, 0, 0, 0, -1784, 384, 16302, 1183, 14, 18, 13, 0, 0
43, 476664432, 5, 1860, 0, 0, 0, 232, 232, 232, 232, 57, 71, 9591, -2, 1, -3, 0, 0, 0, -1138, 368, 16134, 1183, 14, 18, 13, 0, 0
44, 476674418, 5, 1860, 0, 0, 0, 232, 232, 232, 232, 58, 71, 9591, 0, -2, -2, 0, 0, 0, -1008, 448, 16006, 1183, 14, 18, 13, 0, 0
45, 476684474, 5, 1860, 0, 0, 0, 232, 232, 232, 232, 58, 72, 9591, 0, 1, 8, 0, 0, 0, -1870, 436, 16520, 1183, 14, 18, 13, 0, 0
46, 476694516, 5, 1860, 0, 0, 0, 232, 232, 232, 232, 60, 71, 9592, -2, 1, 1, 0, 0, 0, -1090, 544, 16668, 1183, 14, 18, 13, 0, 0
47, 476704561, 5, 1860, 0, 0, 0, 232, 232, 232, 232, 61, 71, 9591, -2, 1, -4, 0, 0, 0, -1428, 420, 16156, 1190, 14, 18, 13, 0, 0
48, 476714596, 5, 1860, 0, 0, 0, 232, 232, 232, 232, 60, 72, 9591, 1, 4, 7, 0, 0, 0, -1348, -78, 15786, 1190, 14, 18, 13, 0, 0
49, 476724643, 5, 1860, 0, 0, 0, 232, 232, 232, 232, 60, 72, 9592, -1, 1, 3, 0, 0, 0, -728, 590, 15698, 1190, 14, 18, 13, 0, 0
50, 476734671, 5, 1860, 0, 0, 0, 232, 232, 232, 232, 61, 73, 9591, 0, -1, -5, 0, 0, 0, -1524, 218, 15960, 1190, 14, 18, 13, 0, 0
51, 476744724, 5, 1860, 0, 0, 0, 232, 232, 232, 232, 61, 73, 9591, 0, 0, 5, 0, 0, 0, -1214, 8, 16312, 1190, 14, 18, 13, 0, 0
52, 476754771, 5, 1860, 0, 0, 0, 232, 232, 232, 232, 60, 72, 9592, -1, 2, 4, 0, 0, 0, -1414, 644, 16692, 1197, 14, 18, 13, 0, 0
53, 476764792, 5, 1860, 0, 0, 0, 232, 232, 232, 232, 61, 73, 9592, -1, 1, -4, 0, 0, 0, -1572, 148, 16714, 1197, 14, 18, 13, 0, 0
54, 476774846, 5, 1860, 0, 0, 0, 232, 232, 232, 232, 61, 71, 9592, 0, 4, 4, 0, 0, 0, -1084, 194, 16580, 1197, 14, 18, 13, 0, 0
55, 476784884, 5, 1860, 0, 0, 0, 232, 232, 232, 232, 60, 72, 9592, -1, 3, 4, 0, 0, 0, -1894, 522, 16508, 1197, 14, 18, 13, 0, 0
56, 476794968, 5, 1860, 0, 0, 0, 232, 232, 232, 232, 61, 72, 9592, 0, -2, -1, 0, 0, 0, -1018, 36, 16472, 1197, 14, 18, 13, 0, 0
57, 476804966, 5, 1860, 0, 0, 0, 232, 232, 232, 232, 61, 71, 9592, -1, 1, 1, 0, 0, 0, -1138, 324, 15878, 1190, 14, 18, 13, 0, 0
58, 476815070, 5, 1860, 0, 0, 0, 232, 232, 232, 232, 60, 73, 9593, -1, 5, 2, 0, 0, 0, -1872, 388, 15676, 1190, 14, 18, 13, 0, 0
59, 476825030, 5, 1860, 0, 0, 0, 232, 232, 232, 232, 62, 71, 9592, 1, 0, 2, 0, 0, 0, -340, 206, 15854, 1190, 14, 18, 13, 0, 0
60, 476835235, 5, 1860, 0, 0, 0, 232, 232, 232, 232, 62, 73, 9592, 0, -6, -2, 0, 0, 0, -1900, 358, 15880, 1190, 14, 18, 13, 0, 0
61, 476845126, 5, 1860, 0, 0, 0, 232, 232, 232, 232, 62, 73, 9593, -2, 6, 4, 0, 0, 0, -1462, 262, 15554, 1190, 14, 18, 13, 0, 0
62, 476855325, 5, 1860, 0, 0, 0, 232, 232, 232, 232, 62, 71, 9593, 1, -1, 4, 0, 0, 0, -552, 302, 16168, 1183, 14, 18, 13, 0, 0
63, 476865172, 5, 1860, 0, 0, 0, 232, 232, 232, 232, 62, 73, 9592, 0, -2, -4, 0, 0, 0, -1974, 94, 15664, 1183, 14, 18, 13, 0, 0
64, 476875309, 5, 1860, 0, 0, 0, 232, 232, 232, 232, 61, 73, 9593, -1, 5, 6, 0, 0, 0, -1010, 302, 15654, 1183, 14, 18, 13, 0, 0
65, 476885287, 5, 1860, 0, 0, 0, 232, 232, 232, 232, 62, 72, 9593, 1, -2, 4, 0, 0, 0, -998, 240, 16176, 1183, 14, 18, 13, 0, 0
66, 476895322, 5, 1860, 0, 0, 0, 232, 232, 232, 232, 62, 74, 9593, -1, -2, -3, 0, 0, 0, -1808, 110, 16078, 1183, 14, 18, 13, 0, 0
67, 476905372, 5, 1860, 0, 0, 0, 232, 232, 232, 232, 61, 72, 9593, -1, 4, 4, 0, 0, 0, -1286, 358, 16330, 1183, 14, 18, 13, 0, 0
68, 476915403, 5, 1860, 0, 0, 0, 232, 232, 232, 232, 61, 72, 9594, -1, 1, 2, 0, 0, 0, -1262, 74, 16088, 1183, 14, 18, 13, 0, 0
69, 476925436, 5, 1860, 0, 0, 0, 232, 232, 232, 232, 60, 73, 9594, -1, 2, -1, 0, 0, 0, -1388, 150, 15828, 1183, 14, 18, 13, 0, 0
70, 476935479, 5, 1860, 0, 0, 0, 232, 232, 232, 232, 60, 73, 9594, -1, 1, 2, 0, 0, 0, -1074, 204, 15764, 1183, 14, 18, 13, 0, 0
71, 476945532, 5, 1860, 0, 0, 0, 232, 232, 232, 232, 60, 73, 9594, 0, 0, 2, 0, 0, 0, -1108, 224, 15910, 1183, 14, 18, 13, 0, 0
72, 476955551, 5, 1860, 0, 0, 0, 232, 232, 232, 232, 60, 74, 9594, 0, -3, 0, 0, 0, 0, -1454, 240, 16272, 1190, 14, 18, 13, 0, 0
73, 476965598, 5, 1860, 0, 0, 0, 232, 232, 232, 232, 60, 73, 9594, 0, -1, 0, 0, 0, 0, -1560, 196, 16752, 1190, 14, 18, 13, 0, 0
74, 476975621, 5, 1860, 0, 0, 0, 232, 232, 232, 232, 59, 72, 9594, -1, 3, 2, 0, 0, 0, -1194, 274, 16840, 1190, 14, 18, 13, 0, 0
75, 476985673, 5, 1860, 0, 0, 0, 232, 232, 232, 232, 59, 73, 9594, -1, 3, 2, 0, 0, 0, -1550, 332, 16362, 1190, 14, 18, 13, 0, 0
76, 476995733, 5, 1860, 0, 0, 0, 232, 232, 232, 232, 59, 73, 9594, -1, 1, 1, 0, 0, 0, -1384, 210, 16348, 1190, 14, 18, 13, 0, 0
77, 477005757, 5, 1860, 0, 0, 0, 232, 232, 232, 232, 59, 72, 9594, 1, 0, 2, 0, 0, 0, -936, 96, 16574, 1190, 14, 18, 13, 0, 0
78, 477015794, 5, 1860, 0, 0, 0, 232, 232, 232, 232, 59, 73, 9595, -1, 2, 4, 0, 0, 0, -2000, 358, 16434, 1190, 14, 18, 13, 0, 0
79, 477025886, 5, 1860, 0, 0, 0, 232, 232, 232, 232, 59, 73, 9595, -1, 1, 1, 0, 0, 0, -1262, 222, 16476, 1190, 14, 18, 13, 0, 0
80, 477035870, 5, 1860, 0, 0, 0, 232, 232, 232, 232, 59, 71, 9595, 1, 3, 1, 0, 0, 0, -944, 152, 16284, 1190, 14, 18, 13, 0, 0
81, 477046052, 5, 1860, 0, 0, 0, 232, 232, 232, 232, 58, 73, 9595, -1, 1, 4, 0, 0, 0, -1886, 478, 15782, 1190, 14, 18, 13, 0, 0
82, 477055934, 5, 1860, 0, 1, 0, 232, 232, 232, 232, 59, 72, 9595, 0, -2, 0, 0, 0, 0, -1096, 390, 15954, 1183, 14, 18, 13, 0, 0
83, 477066134, 5, 1860, 0, 1, 0, 232, 232, 232, 232, 60, 71, 9595, 1, 1, -2, 0, 0, 0, -932, 264, 15988, 1183, 14, 18, 13, 0, 0
84, 477076028, 5, 1860, 0, 1, 0, 232, 232, 232, 232, 60, 73, 9595, -1, 2, 5, 0, 0, 0, -2132, 492, 16248, 1183, 14, 18, 13, 0, 0
85, 477086151, 5, 1860, 0, 1, 0, 232, 232, 232, 232, 61, 71, 9596, -1, 1, 3, 0, 0, 0, -1028, 452, 16692, 1183, 14, 18, 13, 0, 0
86, 477096095, 5, 1860, 0, 0, 0, 232, 232, 232, 232, 63, 71, 9595, 0, 2, -5, 0, 0, 0, -1370, 294, 16466, 1183, 14, 18, 13, 0, 0
87, 477106123, 5, 1860, 0, 0, 0, 232, 232, 232, 232, 63, 72, 9595, -2, 4, 5, 0, 0, 0, -1900, 470, 16258, 1183, 14, 18, 13, 0, 0
88, 477116158, 5, 1860, 0, 1, 0, 232, 232, 232, 232, 64, 71, 9596, 1, -1, 7, 0, 0, 0, -744, 340, 16288, 1183, 14, 18, 13, 0, 0
89, 477126201, 5, 1860, 0, 1, 0, 232, 232, 232, 232, 65, 71, 9595, 0, -1, -7, 0, 0, 0, -1406, 452, 16014, 1183, 14, 18, 13, 0, 0
90, 477136407, 5, 1860, 0, 3, 0, 232, 232, 232, 232, 65, 72, 9595, -2, 0, 4, 0, 0, 0, -1754, 286, 16586, 1183, 14, 18, 13, 0, 0
91, 477146657, 5, 1860, 0, 3, 0, 232, 232, 232, 232, 65, 71, 9596, 1, 2, 9, 0, 0, 0, -890, 186, 16466, 1183, 14, 18, 13, 0, 0
92, 477156315, 5, 1860, 0, 8, 0, 232, 232, 232, 232, 66, 71, 9596, 0, 0, -7, 0, 0, 0, -1546, 596, 16176, 1183, 14, 18, 13, 0, 0
93, 477166357, 5, 1860, 0, 8, 0, 232, 232, 232, 232, 66, 72, 9596, -1, 0, 3, 0, 0, 0, -1286, 242, 16582, 1183, 14, 18, 13, 0, 0
94, 477176382, 5, 1860, 0, 8, 0, 232, 232, 232, 232, 67, 71, 9596, 3, 1, 10, 0, 0, 0, -1106, 204, 16936, 1183, 14, 18, 13, 0, 0
95, 477186417, 5, 1860, 0, 8, 0, 232, 232, 232, 232, 67, 72, 9596, -2, 4, -7, 0, 0, 0, -1684, 664, 16786, 1183, 14, 18, 13, 0, 0
96, 477196468, 5, 1860, 0, 8, 0, 232, 232, 232, 232, 68, 72, 9596, -1, -2, 2, 0, 0, 0, -1400, 194, 16878, 1197, 14, 18, 13, 0, 0
97, 477206514, 5, 1860, 0, 8, 0, 232, 232, 232, 232, 68, 71, 9597, 4, 6, 10, 0, 0, 0, -1064, -16, 16414, 1197, 14, 18, 13, 0, 0
98, 477216564, 5, 1860, 0, 8, 0, 232, 232, 232, 232, 68, 72, 9597, -3, 1, -6, 0, 0, 0, -1462, 734, 16370, 1197, 14, 18, 13, 0, 0
99, 477226591, 5, 1860, 0, 8, 0, 232, 232, 232, 232, 69, 72, 9596, -1, -1, -1, 0, 0, 0, -1220, 38, 16096, 1197, 14, 18, 13, 0, 0
100, 477236690, 5, 1860, 0, 8, 0, 232, 232, 232, 232, 69, 72, 9597, 4, 3, 13, 0, 0, 0, -966, -54, 16168, 1197, 14, 18, 13, 0, 0
101, 477246926, 5, 1860, 0, 8, 0, 232, 232, 232, 232, 68, 73, 9597, -4, 1, -5, 0, 0, 0, -1482, 824, 16126, 1183, 14, 18, 13, 0, 0
102, 477256822, 5, 1860, 0, 8, 0, 232, 232, 232, 232, 69, 73, 9596, -1, -4, -5, 0, 0, 0, -1356, 4, 16444, 1183, 14, 18, 13, 0, 0
103, 477266750, 5, 1860, 0, 8, 0, 232, 232, 232, 232, 69, 73, 9597, 4, 2, 13, 0, 0, 0, -1114, -176, 16732, 1183, 14, 18, 13, 0, 0
104, 477276936, 5, 1860, 0, 8, 0, 232, 232, 232, 232, 67, 73, 9598, -3, 3, -3, 0, 0, 0, -1706, 804, 16652, 1183, 14, 18, 13, 0, 0
105, 477286808, 5, 1860, 0, 8, 0, 232, 232, 232, 232, 68, 73, 9597, -1, -2, -7, 0, 0, 0, -1314, 70, 16478, 1183, 14, 18, 13, 0, 0
106, 477296982, 5, 1860, 0, 8, 0, 232, 232, 232, 232, 68, 72, 9598, 5, 0, 12, 0, 0, 0, -1100, -318, 16752, 1183, 14, 18, 13, 0, 0
107, 477306894, 5, 1860, 0, 8, 0, 232, 232, 232, 232, 66, 73, 9598, -2, 4, -1, 0, 0, 0, -1822, 786, 16188, 1183, 14, 18, 13, 0, 0
108, 477316956, 5, 1860, 0, 8, 0, 232, 232, 232, 232, 67, 73, 9597, -1, -1, -9, 0, 0, 0, -1026, -70, 15882, 1183, 14, 18, 13, 0, 0
109, 477326968, 5, 1860, 0, 8, 0, 232, 232, 232, 232, 67, 72, 9598, 3, -2, 11, 0, 0, 0, -1210, 14, 16230, 1183, 14, 18, 13, 0, 0
110, 477337013, 5, 1860, 0, 8, 0, 232, 232, 232, 232, 65, 74, 9599, -2, 2, 3, 0, 0, 0, -1680, 820, 15822, 1183, 14, 18, 13, 0, 0
111, 477347294, 5, 1860, 0, 8, 0, 232, 232, 232, 232, 67, 73, 9598, -1, 2, -7, 0, 0, 0, -764, -34, 15614, 1190, 14, 18, 13, 0, 0
112, 477357084, 5, 1860, 0, 8, 0, 232, 232, 232, 232, 67, 73, 9598, 3, -6, 8, 0, 0, 0, -1512, 340, 16250, 1190, 14, 18, 13, 0, 0
113, 477367124, 5, 1860, 0, 8, 0, 232, 232, 232, 232, 66, 74, 9599, -3, 2, 4, 0, 0, 0, -1834, 640, 15792, 1190, 14, 18, 13, 0, 0
114, 477377156, 5, 1860, 0, 8, 0, 232, 232, 232, 232, 68, 72, 9598, 0, 5, -6, 0, 0, 0, -326, -48, 15800, 1190, 14, 18, 13, 0, 0
115, 477387205, 5, 1860, 0, 8, 0, 232, 232, 232, 232, 67, 74, 9598, 1, -7, 5, 0, 0, 0, -1656, 394, 16308, 1190, 14, 18, 13, 0, 0
116, 477397229, 5, 1860, 0, 8, 0, 232, 232, 232, 232, 66, 75, 9599, -1, 0, 5, 0, 0, 0, -1824, 358, 16542, 1183, 14, 18, 13, 0, 0
117, 477407279, 5, 1860, 0, 8, 0, 232, 232, 232, 232, 68, 73, 9599, -1, 2, -3, 0, 0, 0, -650, 84, 17028, 1183, 14, 18, 13, 0, 0
118, 477417312, 5, 1860, 0, 8, 0, 232, 232, 232, 232, 67, 73, 9599, 0, 0, 4, 0, 0, 0, -1852, 374, 16808, 1183, 14, 18, 13, 0, 0
119, 477427358, 5, 1860, 0, 8, 0, 232, 232, 232, 232, 66, 74, 9600, -1, 5, 6, 0, 0, 0, -1438, 178, 16502, 1183, 14, 18, 13, 0, 0
120, 477437389, 5, 1860, 0, 8, 0, 232, 232, 232, 232, 67, 72, 9600, 0, -5, -2, 0, 0, 0, -998, 354, 17196, 1183, 14, 18, 13, 0, 0
121, 477447653, 5, 1860, 0, 8, 0, 232, 232, 232, 232, 67, 73, 9599, -1, 1, 1, 0, 0, 0, -2112, 210, 16906, 1197, 14, 18, 13, 0, 0
122, 477457463, 5, 1860, 0, 8, 0, 232, 232, 232, 232, 66, 73, 9600, -1, 9, 8, 0, 0, 0, -1014, 286, 16216, 1197, 14, 18, 13, 0, 0
123, 477467632, 5, 1860, 0, 8, 0, 232, 232, 232, 232, 67, 72, 9600, 0, -4, -1, 0, 0, 0, -1294, 308, 16818, 1197, 14, 18, 13, 0, 0
124, 477477547, 5, 1918, 0, 8, 0, 232, 232, 232, 232, 67, 73, 9600, -1, 4, -2, 0, 0, 0, -1834, 178, 15778, 1197, 14, 18, 13, 0, 0
125, 477487761, 5, 1918, 0, 8, 0, 239, 239, 239, 239, 66, 72, 9600, 0, 4, 7, 0, 0, 0, -1066, 250, 15390, 1197, 14, 18, 13, 0, 0
126, 477497619, 5, 1918, 0, 8, 0, 239, 239, 239, 239, 67, 72, 9601, -1, 4, 1, 0, 0, 0, -1002, 280, 14968, 1197, 14, 18, 13, 0, 0
127, 477507824, 5, 1918, 0, 8, 0, 239, 239, 239, 239, 67, 73, 9600, -1, -3, -2, 0, 0, 0, -1332, 332, 15304, 1197, 14, 18, 13, 0, 0
128, 477517706, 5, 1918, 0, 8, 0, 239, 239, 239, 239, 67, 72, 9601, 1, -4, 5, 0, 0, 0, -1154, 160, 15744, 1197, 14, 18, 13, 0, 0
129, 477527785, 5, 1918, 0, 8, 0, 239, 239, 239, 239, 67, 74, 9601, -1, 3, 1, 0, 0, 0, -1336, 384, 15460, 1197, 14, 18, 13, 0, 0
130, 477537776, 5, 1918, 0, 8, 0, 239, 239, 239, 239, 67, 73, 9601, -1, 1, 0, 0, 0, 0, -892, 434, 16170, 1197, 14, 18, 13, 0, 0
131, 477547968, 5, 1918, 0, 8, 0, 239, 239, 239, 239, 67, 73, 9601, 1, -3, 3, 0, 0, 0, -1466, 102, 16476, 1197, 14, 18, 13, 0, 0
132, 477557869, 5, 1947, 0, 8, 0, 239, 239, 239, 239, 67, 74, 9601, -1, 4, 1, 0, 0, 0, -1648, 398, 16060, 1197, 14, 18, 13, 0, 0
133, 477567895, 5, 1947, 0, 8, 0, 243, 243, 243, 243, 68, 73, 9601, 0, -1, 1, 0, 0, 0, -788, 410, 16736, 1197, 14, 18, 13, 0, 0
134, 477577931, 5, 1947, 0, 8, 0, 243, 243, 243, 243, 68, 73, 9601, 1, -1, 1, 0, 0, 0, -1696, 62, 16750, 1197, 14, 18, 13, 0, 0
135, 477587986, 5, 1947, 0, 8, 0, 243, 243, 243, 243, 68, 74, 9601, -1, 3, 2, 0, 0, 0, -1644, 476, 16586, 1197, 14, 18, 13, 0, 0
136, 477598011, 5, 1947, 0, 8, 0, 243, 243, 243, 243, 69, 72, 9602, 0, -1, 2, 0, 0, 0, -864, 472, 16974, 1190, 14, 18, 13, 0, 0
137, 477608045, 5, 1947, 0, 8, 0, 243, 243, 243, 243, 69, 73, 9601, 1, -1, -2, 0, 0, 0, -2104, -40, 16606, 1190, 14, 18, 13, 0, 0
138, 477618095, 5, 1947, 0, 8, 0, 243, 243, 243, 243, 69, 73, 9602, -1, 6, 5, 0, 0, 0, -1320, 476, 16046, 1190, 14, 18, 13, 0, 0
139, 477628126, 5, 1947, 0, 8, 0, 243, 243, 243, 243, 69, 72, 9602, 0, -2, 5, 0, 0, 0, -786, 434, 16590, 1190, 14, 18, 13, 0, 0
140, 477638163, 5, 1947, 0, 8, 0, 243, 243, 243, 243, 69, 73, 9602, 0, -4, -4, 0, 0, 0, -1936, -228, 16566, 1190, 14, 18, 13, 0, 0
141, 477648343, 5, 1947, 0, 8, 0, 243, 243, 243, 243, 68, 72, 9602, -1, 6, 4, 0, 0, 0, -1222, 362, 16172, 1183, 14, 18, 13, 0, 0
142, 477658252, 5, 1947, 0, 8, 0, 243, 243, 243, 243, 68, 72, 9603, -2, 1, 4, 0, 0, 0, -1094, 260, 16282, 1183, 14, 18, 13, 0, 0
143, 477668275, 5, 1947, 0, 8, 0, 243, 243, 243, 243, 68, 73, 9602, 0, -2, -5, 0, 0, 0, -1590, -130, 15932, 1183, 14, 18, 13, 0, 0
144, 477678390, 5, 1947, 0, 8, 0, 243, 243, 243, 243, 66, 73, 9603, 1, 4, 6, 0, 0, 0, -1144, 102, 15896, 1183, 14, 18, 13, 0, 0
145, 477688353, 5, 1976, 0, 8, 0, 243, 243, 243, 243, 66, 73, 9603, -1, -1, 3, 0, 0, 0, -1294, 462, 16058, 1183, 14, 18, 13, 0, 0
146, 477698516, 5, 1976, 0, 8, 0, 247, 247, 247, 247, 66, 73, 9602, -1, 2, -6, 0, 0, 0, -1370, -14, 15814, 1183, 14, 18, 13, 0, 0
147, 477708416, 5, 1976, 0, 8, 0, 247, 247, 247, 247, 66, 73, 9603, 2, 2, 8, 0, 0, 0, -1206, 2, 16162, 1183, 14, 18, 13, 0, 0
148, 477718626, 5, 1976, 0, 8, 0, 247, 247, 247, 247, 65, 74, 9604, -2, -2, 4, 0, 0, 0, -1224, 720, 16100, 1183, 14, 18, 13, 0, 0
