index_log, time_stamp, mode, thrust, roll, pitch, yaw, ae[0], ae[1], ae[2], ae[3], phi, theta, psi, sp, sq, sr, sax, say, saz, bat_volt, P, P1, P2, temperature, pressure
1052, 65009041, 5, 3263, 0, 0, 0, 407, 407, 408, 408, -313, -257, 5674, 186, -246, 156, -2570, 1646, 13194, 595, 0, 16, 2, 0, 0
1053, 65019024, 5, 3263, 0, 0, 0, 408, 405, 407, 410, -295, -248, 5692, 98, -74, 163, -2750, 1722, 13740, 595, 0, 16, 2, 0, 0
1054, 65029022, 5, 3263, 0, 0, 0, 410, 404, 405, 411, -284, -256, 5708, 39, 72, 150, -2616, 1718, 14340, 595, 0, 16, 2, 0, 0
1055, 65039159, 5, 3263, 0, 0, 0, 412, 403, 402, 411, -279, -274, 5722, -13, 157, 132, -2332, 1708, 15042, 595, 0, 16, 2, 0, 0
1056, 65048973, 5, 3263, 0, 0, 0, 414, 403, 401, 412, -277, -297, 5734, -34, 209, 108, -2064, 1624, 15758, 595, 0, 16, 2, 0, 0
1057, 65058962, 5, 3263, 0, 0, 0, 415, 402, 399, 413, -275, -322, 5742, -21, 238, 79, -1836, 1446, 16192, 595, 0, 16, 2, 0, 0
1058, 65068939, 5, 3263, 0, 0, 0, 416, 402, 399, 412, -271, -342, 5747, 4, 186, 39, -1586, 1056, 16336, 595, 0, 16, 2, 0, 0
1059, 65078937, 5, 3263, 0, 0, 0, 416, 403, 399, 412, -266, -349, 5748, 13, 68, 9, -1314, 836, 16298, 595, 0, 16, 2, 0, 0
1060, 65088898, 5, 3263, 0, 0, 0, 414, 403, 401, 412, -263, -341, 5748, -4, -57, 6, -1316, 746, 16100, 595, 0, 16, 2, 0, 0
1061, 65098874, 5, 3263, 0, 0, 0, 412, 403, 403, 412, -265, -321, 5750, -38, -155, 29, -1514, 734, 15864, 595, 0, 16, 2, 0, 0
1062, 65108838, 5, 3263, 0, 0, 0, 410, 402, 405, 412, -269, -299, 5756, -55, -165, 60, -1818, 908, 15412, 595, 0, 16, 2, 0, 0
1063, 65118838, 5, 3263, 0, 0, 0, 409, 402, 405, 413, -274, -279, 5766, -68, -179, 98, -2216, 1248, 14674, 595, 0, 16, 2, 0, 0
1064, 65128815, 5, 3263, 0, 0, 0, 409, 402, 406, 413, -280, -261, 5780, -87, -166, 133, -2450, 1624, 14064, 595, 0, 16, 2, 0, 0
1065, 65138795, 5, 3263, 0, 0, 0, 409, 401, 406, 413, -286, -256, 5794, -113, -31, 135, -2592, 1890, 13894, 595, 0, 16, 2, 0, 0
1066, 65148788, 5, 3263, 0, 0, 0, 411, 401, 404, 414, -296, -270, 5804, -154, 136, 90, -2562, 1844, 14370, 595, 0, 16, 2, 0, 0
1067, 65158765, 5, 3263, 0, 0, 0, 414, 400, 401, 415, -308, -296, 5807, -183, 226, 19, -2176, 1454, 15012, 595, 0, 16, 2, 0, 0
1068, 65168765, 5, 3263, 0, 0, 0, 416, 399, 399, 415, -324, -320, 5805, -187, 219, -22, -1624, 980, 15586, 595, 0, 16, 2, 0, 0
1069, 65178743, 5, 3263, 0, 0, 0, 416, 399, 399, 416, -340, -333, 5802, -179, 112, -9, -1222, 502, 16000, 595, 0, 16, 2, 0, 0
1070, 65188718, 5, 3263, 0, 0, 0, 414, 399, 400, 416, -356, -327, 5805, -141, -36, 36, -1142, 86, 15952, 595, 0, 16, 2, 0, 0
1071, 65198711, 5, 3263, 0, 0, 0, 412, 399, 403, 415, -370, -304, 5814, -99, -204, 99, -1448, 60, 15356, 595, 0, 16, 2, 0, 0
1072, 65208690, 5, 3263, 0, 0, 0, 409, 400, 406, 415, -381, -266, 5833, -67, -353, 192, -1900, 470, 14388, 595, 0, 16, 2, 0, 0
1073, 65218677, 5, 3263, 0, 0, 0, 406, 400, 409, 415, -387, -226, 5862, -38, -351, 285, -2508, 866, 13440, 595, 0, 16, 2, 0, 0
1074, 65228662, 5, 3263, 0, 0, 0, 406, 400, 409, 414, -392, -204, 5898, -45, -188, 323, -3196, 1246, 12904, 595, 0, 16, 2, 0, 0
1075, 65238630, 5, 3263, 0, 0, 0, 408, 400, 407, 414, -401, -208, 5930, -110, 17, 283, -3540, 1320, 13176, 595, 0, 16, 2, 0, 0
1076, 65248619, 5, 3263, 0, 0, 0, 411, 399, 404, 416, -417, -235, 5953, -199, 219, 187, -3310, 1254, 14324, 595, 0, 16, 2, 0, 0
1077, 65258601, 5, 3263, 0, 0, 0, 414, 397, 400, 417, -440, -277, 5965, -261, 352, 84, -2894, 816, 15634, 595, 0, 16, 2, 0, 0
1078, 65268588, 5, 3263, 0, 0, 0, 417, 396, 397, 419, -467, -318, 5967, -266, 329, 12, -2362, 208, 16684, 595, 0, 16, 2, 0, 0
1079, 65278569, 5, 3263, 0, 0, 0, 417, 396, 397, 419, -492, -345, 5965, -216, 219, -24, -1960, -142, 17110, 595, 0, 16, 2, 0, 0
1080, 65288536, 5, 3263, 0, 0, 0, 416, 396, 399, 419, -510, -356, 5962, -144, 89, -35, -2004, -244, 16858, 595, 0, 16, 2, 0, 0
1081, 65298511, 5, 3263, 0, 0, 0, 414, 397, 400, 418, -522, -353, 5958, -95, -28, -42, -2208, -132, 16362, 595, 0, 16, 2, 0, 0
1082, 65308501, 5, 3263, 0, 0, 0, 413, 398, 402, 417, -531, -347, 5951, -114, -53, -57, -2242, 240, 15284, 595, 0, 16, 2, 0, 0
1083, 65318482, 5, 3263, 0, 0, 0, 412, 397, 403, 418, -551, -351, 5943, -232, 70, -73, -2544, 114, 15296, 595, 0, 16, 2, 0, 0
1084, 65328476, 5, 3263, 0, 0, 0, 414, 395, 401, 420, -582, -369, 5934, -317, 173, -84, -2610, 126, 15952, 595, 0, 16, 2, 0, 0
1085, 65338473, 5, 3263, 0, 0, 0, 416, 393, 399, 422, -614, -396, 5924, -314, 242, -103, -2542, 194, 16570, 595, 0, 16, 2, 0, 0
1086, 65348440, 5, 3263, 0, 0, 0, 417, 393, 397, 422, -641, -426, 5911, -269, 274, -118, -2432, -16, 17072, 595, 0, 16, 2, 0, 0
1087, 65358404, 5, 3263, 0, 0, 0, 418, 393, 396, 422, -661, -454, 5898, -178, 257, -112, -2084, -204, 17418, 595, 0, 16, 2, 0, 0
1088, 65368386, 5, 3263, 0, 0, 0, 419, 394, 396, 421, -669, -476, 5889, -55, 218, -73, -1812, -342, 17262, 595, 0, 16, 2, 0, 0
1089, 65378377, 5, 3263, 0, 0, 0, 418, 396, 397, 419, -665, -491, 5886, 57, 165, -23, -1766, -498, 16764, 595, 0, 16, 2, 0, 0
1090, 65388358, 5, 3263, 0, 0, 0, 418, 398, 397, 417, -654, -499, 5887, 118, 84, 18, -1854, -432, 16168, 595, 0, 16, 2, 0, 0
1091, 65398342, 5, 3263, 0, 0, 0, 417, 399, 398, 416, -640, -497, 5893, 136, 3, 58, -2084, -370, 15516, 595, 0, 16, 2, 0, 0
1092, 65408331, 5, 3263, 0, 0, 0, 415, 399, 399, 415, -627, -491, 5901, 130, -62, 76, -2568, -278, 14764, 595, 0, 16, 2, 0, 0
1093, 65418304, 5, 3263, 0, 0, 0, 414, 399, 401, 415, -617, -480, 5907, 79, -119, 52, -2872, -124, 14142, 595, 0, 16, 2, 0, 0
1094, 65428283, 5, 3263, 0, 0, 0, 413, 399, 402, 416, -615, -468, 5908, -10, -137, -5, -2850, -34, 14114, 595, 0, 16, 2, 0, 0
1095, 65438271, 5, 3263, 0, 0, 0, 413, 397, 402, 417, -622, -456, 5902, -94, -133, -66, -2540, -146, 14590, 595, 0, 16, 2, 0, 0
1096, 65448264, 5, 3263, 0, 0, 0, 412, 396, 402, 419, -633, -444, 5891, -123, -109, -103, -2062, -268, 15030, 595, 0, 16, 2, 0, 0
1097, 65458253, 5, 3263, 0, 0, 0, 413, 395, 402, 419, -643, -431, 5880, -97, -94, -95, -1748, -248, 15096, 595, 0, 16, 2, 0, 0
1098, 65468218, 5, 3263, 0, 0, 0, 413, 395, 402, 419, -650, -417, 5873, -71, -108, -36, -1662, -120, 14896, 595, 0, 16, 2, 0, 0
1099, 65478192, 5, 3263, 0, 0, 0, 412, 396, 402, 419, -656, -402, 5875, -57, -113, 39, -1966, -4, 14774, 595, 0, 16, 2, 0, 0
1100, 65488182, 5, 3263, 0, 0, 0, 412, 396, 403, 419, -661, -386, 5882, -55, -149, 72, -2444, 60, 14692, 595, 0, 16, 2, 0, 0
1101, 65498171, 5, 3263, 0, 0, 0, 411, 396, 404, 419, -667, -370, 5889, -54, -154, 59, -2750, 162, 14602, 595, 0, 16, 2, 0, 0
1102, 65508156, 5, 3263, 0, 0, 0, 411, 396, 404, 419, -671, -358, 5892, -52, -124, 20, -2822, 154, 14582, 595, 0, 16, 2, 0, 0
1103, 65518131, 5, 3263, 0, 0, 0, 411, 396, 404, 419, -674, -350, 5889, -54, -95, -25, -2602, 46, 14600, 595, 0, 16, 2, 0, 0
1104, 65528106, 5, 3263, 0, 0, 0, 411, 396, 403, 419, -678, -344, 5884, -65, -63, -52, -2254, -74, 14836, 595, 0, 16, 2, 0, 0
1105, 65538106, 5, 3263, 0, 0, 0, 412, 395, 403, 419, -685, -338, 5877, -85, -56, -56, -1960, -26, 15276, 595, 0, 16, 2, 0, 0
1106, 65548080, 5, 3263, 0, 0, 0, 412, 395, 403, 420, -692, -328, 5871, -78, -82, -44, -1910, -268, 15738, 595, 0, 16, 2, 0, 0
1107, 65558055, 5, 3263, 0, 0, 0, 411, 395, 404, 420, -695, -316, 5867, -16, -92, -35, -1984, -212, 15612, 595, 0, 16, 2, 0, 0
1108, 65568046, 5, 3263, 0, 0, 0, 411, 396, 404, 419, -690, -303, 5863, 33, -115, -33, -2122, -94, 15054, 595, 0, 16, 2, 0, 0
1109, 65578012, 5, 3263, 0, 0, 0, 410, 397, 405, 418, -683, -290, 5858, 44, -113, -44, -2180, -52, 14514, 595, 0, 16, 2, 0, 0
1110, 65588022, 5, 3263, 0, 0, 0, 410, 397, 405, 418, -678, -282, 5851, 24, -75, -60, -2288, 54, 14040, 595, 0, 16, 2, 0, 0
1111, 65597993, 5, 3263, 0, 0, 0, 411, 397, 404, 418, -675, -277, 5843, -13, -55, -76, -2414, 80, 13684, 595, 0, 16, 2, 0, 0
1112, 65607950, 5, 3263, 0, 0, 0, 411, 396, 404, 418, -676, -275, 5832, -48, -42, -94, -2292, -124, 13446, 595, 0, 16, 2, 0, 0
1113, 65617967, 5, 3263, 0, 0, 0, 411, 396, 404, 419, -683, -272, 5821, -98, -43, -105, -2122, -46, 13316, 595, 0, 16, 2, 0, 0
1114, 65627935, 5, 3263, 0, 0, 0, 411, 395, 404, 420, -698, -267, 5809, -185, -60, -96, -1998, 48, 13672, 595, 0, 16, 2, 0, 0
1115, 65637885, 5, 3263, 0, 0, 0, 411, 393, 404, 421, -723, -261, 5798, -270, -62, -93, -1840, -16, 14606, 595, 0, 16, 2, 0, 0
1116, 65648076, 5, 3263, 0, 0, 0, 411, 392, 404, 423, -752, -255, 5787, -288, -42, -98, -1698, -164, 15466, 595, 0, 16, 2, 0, 0
1117, 65657838, 5, 3263, 0, 0, 0, 411, 391, 404, 424, -778, -247, 5777, -244, -55, -85, -1614, -338, 15816, 595, 0, 16, 2, 0, 0
1118, 65667831, 5, 3263, 0, 0, 0, 410, 391, 404, 424, -797, -236, 5769, -173, -89, -52, -1658, -364, 15624, 595, 0, 16, 2, 0, 0
1119, 65677819, 5, 3263, 0, 0, 0, 410, 392, 405, 423, -811, -223, 5766, -124, -107, -20, -1860, -330, 15186, 595, 0, 16, 2, 0, 0
1120, 65687780, 5, 3263, 0, 0, 0, 409, 393, 406, 422, -822, -210, 5764, -114, -109, -13, -2080, -306, 14724, 595, 0, 16, 2, 0, 0
1121, 65697762, 5, 3263, 0, 0, 0, 409, 392, 406, 422, -835, -199, 5760, -134, -102, -33, -2118, -282, 14478, 595, 0, 16, 2, 0, 0
1122, 65707755, 5, 3263, 0, 0, 0, 409, 392, 406, 423, -850, -190, 5754, -167, -91, -54, -2054, -242, 14378, 595, 0, 16, 2, 0, 0
1123, 65717733, 5, 3263, 0, 0, 0, 409, 391, 406, 424, -869, -181, 5746, -198, -87, -64, -1936, -276, 14424, 595, 0, 16, 2, 0, 0
1124, 65727727, 5, 3263, 0, 0, 0, 409, 390, 406, 424, -890, -174, 5738, -217, -61, -68, -1902, -314, 14554, 595, 0, 16, 2, 0, 0
1125, 65737699, 5, 3263, 0, 0, 0, 409, 390, 406, 425, -913, -170, 5731, -238, -36, -66, -1812, -368, 14972, 595, 0, 16, 2, 0, 0
1126, 65747674, 5, 3263, 0, 0, 0, 409, 389, 405, 426, -937, -167, 5723, -227, -11, -59, -1638, -540, 15428, 595, 0, 16, 2, 0, 0
1127, 65757661, 5, 3263, 0, 0, 0, 410, 389, 405, 426, -957, -165, 5718, -180, 0, -41, -1942, -520, 16904, 595, 0, 16, 2, 0, 0
1128, 65767655, 5, 3263, 0, 0, 0, 410, 389, 405, 425, -967, -147, 5714, -88, -148, -18, -1418, -638, 15828, 595, 0, 16, 2, 0, 0
1129, 65777637, 5, 3263, 0, 0, 0, 407, 391, 407, 424, -969, -129, 5713, -3, -138, -4, -1666, -688, 15854, 595, 0, 16, 2, 0, 0
1130, 65787638, 5, 3263, 0, 0, 0, 407, 392, 407, 423, -965, -114, 5712, 36, -122, -5, -1588, -682, 14950, 595, 0, 16, 2, 0, 0
1131, 65797605, 5, 3263, 0, 0, 0, 407, 393, 407, 422, -960, -97, 5710, 44, -145, -11, -1774, -720, 14994, 595, 0, 16, 2, 0, 0
1132, 65807591, 5, 3263, 0, 0, 0, 407, 393, 408, 422, -953, -78, 5708, 60, -181, -9, -1560, -852, 14796, 595, 0, 16, 2, 0, 0
1133, 65817579, 5, 3263, 0, 0, 0, 406, 393, 409, 422, -942, -63, 5707, 123, -104, 7, -1672, -610, 15076, 595, 0, 16, 2, 0, 0
1134, 65827567, 5, 3263, 0, 0, 0, 407, 394, 408, 420, -924, -55, 5709, 155, -55, 24, -1826, -324, 15094, 595, 0, 16, 2, 0, 0
1135, 65837541, 5, 3263, 0, 0, 0, 407, 395, 407, 420, -905, -52, 5712, 162, -21, 31, -1842, -212, 14822, 595, 0, 16, 2, 0, 0
1136, 65847535, 5, 3263, 0, 0, 0, 408, 396, 407, 419, -885, -51, 5714, 157, -9, 22, -1882, -240, 14980, 595, 0, 16, 2, 0, 0
1137, 65857511, 5, 3263, 0, 0, 0, 408, 396, 407, 419, -866, -51, 5715, 154, -1, 1, -1636, -332, 14844, 595, 0, 16, 2, 0, 0
1138, 65867500, 5, 3263, 0, 0, 0, 408, 396, 407, 419, -847, -50, 5713, 161, 6, -21, -1416, -430, 14830, 595, 0, 16, 2, 0, 0
1139, 65877473, 5, 3263, 0, 0, 0, 408, 397, 406, 418, -827, -49, 5711, 182, -3, -20, -1276, -666, 14698, 595, 0, 16, 2, 0, 0
1140, 65887445, 5, 3263, 0, 0, 0, 408, 397, 407, 418, -803, -46, 5709, 229, -3, -7, -1428, -606, 14628, 595, 0, 16, 2, 0, 0
1141, 65897426, 5, 3263, 0, 0, 0, 408, 398, 407, 417, -773, -45, 5709, 294, 5, 1, -1520, -568, 14538, 595, 0, 16, 2, 0, 0
1142, 65907421, 5, 3263, 0, 0, 0, 408, 400, 407, 415, -735, -45, 5710, 357, 13, 2, -1568, -456, 14610, 595, 0, 16, 2, 0, 0
1143, 65917399, 5, 3263, 0, 0, 0, 408, 401, 407, 413, -691, -46, 5710, 411, 15, 5, -1830, -456, 14696, 595, 0, 16, 2, 0, 0
1144, 65927382, 5, 3263, 0, 0, 0, 408, 403, 407, 412, -643, -48, 5710, 450, 9, -2, -1864, -142, 14786, 595, 0, 16, 2, 0, 0
1145, 65937358, 5, 3263, 0, 0, 0, 408, 404, 407, 411, -590, -49, 5710, 469, 5, -3, -1914, 188, 14864, 595, 0, 16, 2, 0, 0
1146, 65947307, 5, 3263, 0, 0, 0, 408, 405, 406, 409, -534, -50, 5709, 483, 5, -11, -1914, 312, 14788, 595, 0, 16, 2, 0, 0
1147, 65957287, 5, 3263, 0, 0, 0, 408, 406, 406, 408, -477, -52, 5707, 505, 5, -16, -1810, 264, 14746, 595, 0, 16, 2, 0, 0
1148, 65967260, 5, 3263, 0, 0, 0, 408, 408, 406, 407, -417, -52, 5706, 532, 3, -6, -1868, 556, 14890, 595, 0, 16, 2, 0, 0
1149, 65977248, 5, 3263, 0, 0, 0, 408, 409, 406, 406, -355, -53, 5704, 530, 8, -14, -2014, 822, 15058, 595, 0, 16, 2, 0, 0
1150, 65987236, 5, 3263, 0, 0, 0, 408, 410, 406, 405, -296, -55, 5699, 486, 8, -54, -2032, 822, 15398, 595, 0, 16, 2, 0, 0
1151, 65997211, 5, 3263, 0, 0, 0, 408, 410, 406, 405, -250, -52, 5690, 349, -55, -95, -1750, 552, 15948, 595, 0, 16, 2, 0, 0
1152, 66007189, 5, 3263, 0, 0, 0, 407, 409, 407, 406, -222, -44, 5676, 190, -44, -131, -1220, 246, 15166, 595, 0, 16, 2, 0, 0
1153, 66017173, 5, 3263, 0, 0, 0, 407, 407, 407, 408, -208, -39, 5661, 97, -16, -130, -1464, 408, 15110, 595, 0, 16, 2, 0, 0
1154, 66027164, 5, 3263, 0, 0, 0, 408, 406, 407, 409, -199, -36, 5647, 49, -10, -127, -1652, 506, 15102, 595, 0, 16, 2, 0, 0
1155, 66037132, 5, 3263, 0, 0, 0, 408, 405, 407, 410, -193, -35, 5632, 23, -4, -140, -1650, 574, 14848, 595, 0, 16, 2, 0, 0
1156, 66047112, 5, 3263, 0, 0, 0, 408, 404, 407, 410, -189, -34, 5615, 8, 1, -155, -1782, 564, 15022, 595, 0, 16, 2, 0, 0
1157, 66057103, 5, 3263, 0, 0, 0, 408, 404, 407, 410, -186, -33, 5597, -1, -2, -156, -1444, 574, 14858, 595, 0, 16, 2, 0, 0
1158, 66067083, 5, 3263, 0, 0, 0, 408, 404, 407, 411, -184, -33, 5589, 0, -1, -26, -1878, 804, 14844, 595, 0, 16, 2, 0, 0
1159, 66077084, 5, 3263, 0, 0, 0, 408, 404, 407, 410, -181, -33, 5590, 6, -3, 14, -1262, 542, 14984, 595, 0, 16, 2, 0, 0
1160, 66087047, 5, 3263, 0, 0, 0, 408, 404, 407, 410, -180, -31, 5591, 2, -1, 9, -1408, 576, 14896, 595, 0, 16, 2, 0, 0
1161, 66097041, 5, 3263, 0, 0, 0, 408, 404, 407, 410, -179, -29, 5592, 1, 3, 7, -1490, 564, 14896, 595, 0, 16, 2, 0, 0
1162, 66107015, 5, 3263, 0, 0, 0, 408, 404, 407, 410, -185, -35, 5595, -78, 71, 31, -2036, 524, 15132, 595, 0, 16, 2, 0, 0
1163, 66116999, 5, 3263, 0, 0, 0, 409, 403, 406, 412, -190, -40, 5595, -45, 39, -4, -1248, 576, 14722, 595, 0, 16, 2, 0, 0
1164, 66126984, 5, 3263, 0, 0, 0, 409, 404, 406, 411, -192, -40, 5589, -29, 25, -79, -1038, 404, 14996, 595, 0, 16, 2, 0, 0
1165, 66136953, 5, 3263, 0, 0, 0, 408, 404, 406, 411, -193, -37, 5571, -24, 13, -185, -574, 278, 14948, 595, 0, 16, 2, 0, 0
1166, 66146943, 5, 3263, 0, 0, 0, 408, 404, 407, 411, -193, -32, 5547, -22, 14, -206, -300, 362, 14972, 595, 0, 16, 2, 0, 0
1167, 66156917, 5, 3263, 0, 0, 0, 408, 404, 407, 411, -193, -26, 5532, -6, 7, -95, -854, 458, 15348, 595, 0, 16, 2, 0, 0
1168, 66166915, 5, 3263, 0, 0, 0, 408, 404, 407, 411, -192, -32, 5544, 8, 113, 165, -2296, 660, 15168, 595, 0, 16, 2, 0, 0
1169, 66176897, 5, 3263, 0, 0, 0, 410, 404, 405, 410, -192, -54, 5565, 11, 156, 182, -2934, 734, 14524, 595, 0, 16, 2, 0, 0
1170, 66186874, 5, 3263, 0, 0, 0, 411, 404, 404, 410, -191, -73, 5577, 5, 110, 87, -2862, 868, 14522, 595, 0, 16, 2, 0, 0
1171, 66196856, 5, 3263, 0, 0, 0, 410, 404, 405, 410, -189, -84, 5583, 2, 33, 53, -2498, 798, 14590, 595, 0, 16, 2, 0, 0
1172, 66206838, 5, 3263, 0, 0, 0, 409, 404, 405, 410, -187, -85, 5587, 1, -26, 38, -2080, 686, 14810, 595, 0, 16, 2, 0, 0
1173, 66216830, 5, 3263, 0, 0, 0, 408, 404, 406, 410, -186, -82, 5590, 1, -36, 26, -1834, 602, 14974, 595, 0, 16, 2, 0, 0
1174, 66226809, 5, 3263, 0, 0, 0, 408, 404, 407, 410, -184, -80, 5592, 1, -18, 15, -1780, 578, 15004, 595, 0, 16, 2, 0, 0
1175, 66236779, 5, 3263, 0, 0, 0, 408, 404, 407, 410, -183, -78, 5593, 0, -6, 7, -1792, 590, 14922, 595, 0, 16, 2, 0, 0
1176, 66246785, 5, 3263, 0, 0, 0, 408, 404, 406, 410, -182, -78, 5594, 0, -7, 4, -1754, 586, 14930, 595, 0, 16, 2, 0, 0
1177, 66256916, 5, 3263, 0, 0, 0, 408, 404, 406, 410, -181, -76, 5594, 0, -7, 3, -1748, 590, 14924, 595, 0, 16, 2, 0, 0
1178, 66266727, 5, 3263, 0, 0, 0, 408, 404, 406, 410, -180, -76, 5594, 0, -7, 3, -1764, 620, 14906, 595, 0, 16, 2, 0, 0
1179, 66276707, 5, 3263, 0, 0, 0, 408, 404, 406, 410, -179, -74, 5594, 0, -13, 3, -1756, 602, 14888, 595, 0, 16, 2, 0, 0
1180, 66286700, 5, 3263, 0, 0, 0, 408, 404, 406, 410, -178, -72, 5595, 0, -15, 3, -1744, 582, 14916, 595, 0, 16, 2, 0, 0
1181, 66296680, 5, 3263, 0, 0, 0, 408, 404, 406, 410, -177, -71, 5595, 0, -8, 2, -1714, 576, 14936, 595, 0, 16, 2, 0, 0
1182, 66306672, 5, 3263, 0, 0, 0, 408, 404, 406, 410, -176, -70, 5595, 0, -3, 1, -1722, 576, 14940, 595, 0, 16, 2, 0, 0
1183, 66316647, 5, 3263, 0, 0, 0, 408, 405, 406, 410, -175, -69, 5595, 0, -2, 1, -1724, 580, 14938, 595, 0, 16, 2, 0, 0
1184, 66326620, 5, 3263, 0, 0, 0, 408, 405, 406, 410, -174, -69, 5595, 0, -1, 0, -1712, 576, 14918, 595, 0, 16, 2, 0, 0
1185, 66336590, 5, 3263, 0, 0, 0, 408, 405, 406, 410, -173, -68, 5595, 0, 1, 0, -1730, 570, 14922, 595, 0, 16, 2, 0, 0
1186, 66346586, 5, 3263, 0, 0, 0, 409, 405, 406, 410, -172, -68, 5595, 0, 1, 0, -1726, 582, 14906, 595, 0, 16, 2, 0, 0
1187, 66356565, 5, 3263, 0, 0, 0, 409, 405, 406, 410, -171, -68, 5595, 0, 1, 0, -1740, 560, 14882, 595, 0, 16, 2, 0, 0
1188, 66366543, 5, 3263, 0, 0, 0, 409, 405, 406, 410, -170, -67, 5594, 0, 0, 0, -1730, 560, 14902, 595, 0, 16, 2, 0, 0
1189, 66376537, 5, 3263, 0, 0, 0, 409, 405, 406, 410, -169, -67, 5594, 0, 1, 0, -1724, 572, 14902, 595, 0, 16, 2, 0, 0
1190, 66386512, 5, 3263, 0, 0, 0, 409, 405, 406, 410, -168, -67, 5594, 0, 0, 0, -1742, 580, 14864, 595, 0, 16, 2, 0, 0
1191, 66396503, 5, 3263, 0, 0, 0, 409, 405, 406, 410, -167, -67, 5594, 0, 0, 1, -1734, 576, 14898, 595, 0, 16, 2, 0, 0
1192, 66406473, 5, 3263, 0, 0, 0, 409, 405, 406, 410, -166, -67, 5594, 0, 0, 0, -1734, 574, 14918, 595, 0, 16, 2, 0, 0
1193, 66416442, 5, 3263, 0, 0, 0, 409, 405, 406, 410, -166, -66, 5594, 0, 2, 0, -1718, 584, 14900, 595, 0, 16, 2, 0, 0
1194, 66426441, 5, 3263, 0, 0, 0, 409, 405, 406, 410, -164, -66, 5594, 0, 1, 0, -1708, 582, 14892, 595, 0, 16, 2, 0, 0
1195, 66436417, 5, 3263, 0, 0, 0, 409, 405, 406, 410, -163, -66, 5594, 0, 2, 0, -1728, 596, 14886, 595, 0, 16, 2, 0, 0
1196, 66446413, 5, 3263, 0, 0, 0, 409, 405, 406, 410, -162, -66, 5594, 0, 1, 0, -1722, 576, 14940, 595, 0, 16, 2, 0, 0
1197, 66456394, 5, 3263, 0, 0, 0, 409, 405, 406, 410, -161, -65, 5594, 0, 2, 0, -1728, 562, 14932, 595, 0, 16, 2, 0, 0
1198, 66466361, 5, 3263, 0, 0, 0, 409, 405, 406, 410, -161, -65, 5594, 0, 0, 0, -1734, 570, 14926, 595, 0, 16, 2, 0, 0
1199, 66476332, 5, 3263, 0, 0, 0, 409, 405, 406, 410, -160, -65, 5594, 0, 0, 0, -1724, 576, 14872, 595, 0, 16, 2, 0, 0
1200, 66486307, 5, 3263, 0, 0, 0, 409, 405, 406, 410, -159, -65, 5593, 0, 0, -1, -1744, 596, 14870, 595, 0, 16, 2, 0, 0
1201, 66496300, 5, 3263, 0, 0, 0, 409, 405, 406, 410, -158, -64, 5593, 0, 1, 0, -1738, 592, 14906, 595, 0, 16, 2, 0, 0
1202, 66506281, 5, 3263, 0, 0, 0, 408, 405, 406, 410, -157, -64, 5593, 0, 0, 0, -1738, 588, 14910, 595, 0, 16, 2, 0, 0
1203, 66516271, 5, 3263, 0, 0, 0, 408, 405, 406, 410, -156, -64, 5593, 0, 1, 0, -1742, 592, 14932, 595, 0, 16, 2, 0, 0
1204, 66526239, 5, 3263, 0, 0, 0, 408, 405, 406, 410, -155, -64, 5593, 0, 1, 0, -1740, 590, 14922, 595, 0, 16, 2, 0, 0
1205, 66536236, 5, 3263, 0, 0, 0, 408, 405, 406, 410, -154, -64, 5593, 0, 1, -1, -1744, 588, 14906, 595, 0, 16, 2, 0, 0
1206, 66546209, 5, 3263, 0, 0, 0, 408, 405, 406, 410, -153, -64, 5593, 0, 0, 0, -1724, 586, 14900, 595, 0, 16, 2, 0, 0
1207, 66556201, 5, 3263, 0, 0, 0, 408, 405, 406, 410, -152, -63, 5593, 0, 1, 0, -1726, 576, 14912, 595, 0, 16, 2, 0, 0
1208, 66566169, 5, 3263, 0, 0, 0, 408, 405, 406, 410, -152, -63, 5593, 0, 1, 0, -1702, 576, 14902, 595, 0, 16, 2, 0, 0
1209, 66576155, 5, 3263, 0, 0, 0, 408, 405, 406, 410, -151, -63, 5593, 0, 2, 0, -1710, 572, 14922, 595, 0, 16, 2, 0, 0
1210, 66586139, 5, 3263, 0, 0, 0, 408, 405, 406, 410, -150, -63, 5593, 0, 1, 0, -1720, 584, 14906, 595, 0, 16, 2, 0, 0
1211, 66596116, 5, 3263, 0, 0, 0, 408, 405, 406, 410, -149, -62, 5592, 0, 2, -1, -1720, 586, 14898, 595, 0, 16, 2, 0, 0
1212, 66606096, 5, 3263, 0, 0, 0, 408, 405, 406, 410, -148, -62, 5592, 0, 1, -1, -1718, 582, 14894, 595, 0, 16, 2, 0, 0
1213, 66616085, 5, 3263, 0, 0, 0, 408, 405, 406, 410, -147, -62, 5592, 0, 0, 0, -1728, 586, 14890, 595, 0, 16, 2, 0, 0
1214, 66626055, 5, 3263, 0, 0, 0, 408, 405, 406, 410, -146, -62, 5592, 0, 0, 0, -1722, 602, 14904, 595, 0, 16, 2, 0, 0
1215, 66636053, 5, 3263, 0, 0, 0, 408, 405, 406, 410, -145, -62, 5592, 0, 1, -1, -1724, 598, 14906, 595, 0, 16, 2, 0, 0
1216, 66646031, 5, 3263, 0, 0, 0, 408, 405, 406, 410, -144, -61, 5592, 0, 1, -1, -1720, 606, 14902, 595, 0, 16, 2, 0, 0
