index_log, time_stamp, mode, thrust, roll, pitch, yaw, ae[0], ae[1], ae[2], ae[3], phi, theta, psi, sp, sq, sr, sax, say, saz, bat_volt, P, P1, P2, temperature, pressure,,,,
331,467006682,5,3263,0,0,0,374,414,441,400,83,651,4588,431,1617,-721,-132,-268,17916,595,0,16,2,0,0,,3868,,
332,467010559,5,3263,0,0,0,372,415,443,400,97,738,4588,473,1789,-703,292,-252,16656,595,0,16,2,0,0,,3877,,
333,467014427,5,3263,0,0,0,368,416,447,399,113,836,4588,506,2077,-671,268,-180,16340,595,0,16,2,0,0,,3868,,
334,467018281,5,3263,0,0,0,362,417,453,398,131,944,4588,546,2369,-614,24,-136,16916,595,0,16,2,0,0,,3854,,
335,467022202,5,3263,0,0,0,356,418,459,397,151,1058,4588,594,2598,-547,-364,-128,17408,595,0,16,2,0,0,,3921,,
336,467026026,5,3263,0,0,0,350,419,464,396,174,1179,4588,638,2753,-453,-108,16,17104,595,0,16,2,0,0,,3824,,
337,467029936,5,3263,0,0,0,346,420,469,395,199,1313,4588,678,2877,-356,900,136,14752,595,0,16,2,0,0,,3910,,
338,467033756,5,3263,0,0,0,342,421,473,394,228,1455,4588,709,3012,-257,1288,460,14052,595,0,16,2,0,0,,3820,,
339,467037619,5,3263,0,0,0,338,422,477,393,261,1599,4588,726,3112,-172,1224,892,14172,595,0,16,2,0,0,,3863,,
340,467041489,5,3263,0,0,0,334,423,481,392,296,1741,4588,742,3076,-93,1412,1056,14040,595,0,16,2,0,0,,3870,,
341,467045370,5,3263,0,0,0,332,423,482,391,331,1880,4588,760,2938,-30,1880,1052,13108,595,0,16,2,0,0,,3881,,
342,467049232,5,3263,0,0,0,332,424,482,391,367,2015,4588,760,2788,25,2244,1280,12484,595,0,16,2,0,0,,3862,,
343,467053141,5,3263,0,0,0,333,425,482,390,404,2140,4588,742,2605,65,2076,1388,12604,595,0,16,2,0,0,,3909,,
344,467056962,5,3263,0,0,0,334,425,481,390,440,2254,4588,697,2393,97,1948,1628,12556,595,0,16,2,0,0,,3821,,
345,467060820,5,3263,0,0,0,335,425,480,390,475,2363,4588,631,2228,115,2320,1848,12480,595,0,16,2,0,0,,3858,,
346,467064705,5,3263,0,0,0,336,424,479,390,506,2466,4588,556,2111,120,2388,1788,13024,595,0,16,2,0,0,,3885,,
347,467068568,5,3263,0,0,0,336,424,479,391,532,2567,4588,480,2001,114,2776,1672,13452,595,0,16,2,0,0,,3863,,
348,467072478,5,3263,0,0,0,336,423,479,392,551,2667,4588,411,1913,106,3340,1236,13636,595,0,16,2,0,0,,3910,,
349,467076296,5,3263,0,0,0,336,422,479,393,566,2770,4588,353,1878,101,3884,968,14188,595,0,16,2,0,0,,3818,,
350,467080161,5,3263,0,0,0,335,422,480,393,577,2873,4588,298,1851,110,4240,876,14740,595,0,16,2,0,0,,3865,,
351,467084075,5,3263,0,0,0,334,421,481,394,584,2978,4588,269,1829,149,4616,524,14860,595,0,16,2,0,0,,3914,,
352,467087908,5,3263,0,0,0,332,420,482,394,590,3085,4588,242,1856,209,4884,504,15116,595,0,16,2,0,0,,3833,,
353,467091766,5,3263,0,0,0,330,420,484,395,596,3194,4588,228,1927,281,4784,604,15468,595,0,16,2,0,0,,3858,,
354,467095668,5,3263,0,0,0,328,420,487,395,603,3304,4588,219,2024,351,4552,760,15572,595,0,16,2,0,0,,3902,,
355,467099509,5,3263,0,0,0,324,420,490,395,611,3416,4588,220,2137,415,4316,924,15216,595,0,16,2,0,0,,3841,,
356,467103375,5,3263,0,0,0,321,420,494,395,621,3527,4588,250,2244,462,3816,1032,15344,595,0,16,2,0,0,,3866,,
357,467107243,5,3263,0,0,0,317,421,497,394,634,3636,4588,291,2309,486,3244,1104,15348,595,0,16,2,0,0,,3868,,
358,467111105,5,3263,0,0,0,315,422,500,393,650,3742,4588,337,2340,483,2720,1284,14872,595,0,16,2,0,0,,3862,,
359,467115061,5,3263,0,0,0,313,423,502,392,671,3843,4588,378,2363,463,2092,1700,14356,595,0,16,2,0,0,,3956,,
360,467118842,5,3263,0,0,0,311,423,504,391,698,3938,4588,411,2383,427,1412,2384,13688,595,0,16,2,0,0,,3781,,
361,467122706,5,3263,0,0,0,309,424,506,390,728,4031,4588,433,2392,367,1132,2640,13568,595,0,16,2,0,0,,3864,,
362,467126576,5,3263,0,0,0,307,425,507,389,760,4120,4588,445,2365,286,784,2800,13052,595,0,16,2,0,0,,3870,,
363,467130450,5,3263,0,0,0,306,426,508,389,792,4205,4588,464,2304,184,788,2752,12764,595,0,16,2,0,0,,3874,,
364,467134320,5,3263,0,0,0,306,427,509,388,822,4286,4588,477,2218,70,808,2512,12892,595,0,16,2,0,0,,3870,,
365,467138175,5,3263,0,0,0,306,427,509,387,852,4365,4588,484,2119,-48,1192,2500,12808,595,0,16,2,0,0,,3855,,
366,467142049,5,3263,0,0,0,306,428,508,387,882,4444,4588,490,2018,-172,1716,2396,12592,595,0,16,2,0,0,,3874,,
367,467145969,5,3263,0,0,0,307,429,508,386,911,4524,4588,490,1922,-294,2496,2264,12600,595,0,16,2,0,0,,3920,,
368,467149784,5,3263,0,0,0,307,429,508,386,937,4606,4588,482,1836,-389,3328,2144,12480,595,0,16,2,0,0,,3815,,
369,467153647,5,3263,0,0,0,307,429,508,385,960,4688,4588,460,1758,-442,3952,1884,12492,595,0,16,2,0,0,,3863,,
370,467157522,5,3263,0,0,0,307,429,508,385,979,4773,4588,426,1729,-462,4548,1500,12584,595,0,16,2,0,0,,3875,,
371,467161379,5,3263,0,0,0,306,429,509,386,994,4863,4588,385,1755,-456,5144,1228,12616,595,0,16,2,0,0,,3857,,
372,467165249,5,3263,0,0,0,304,429,510,386,1006,4962,4588,349,1830,-443,5896,956,12584,595,0,16,2,0,0,,3870,,
373,467169117,5,3263,0,0,0,301,428,513,387,1015,5069,4588,301,1933,-415,6464,864,12524,595,0,16,2,0,0,,3868,,
374,467172981,5,3263,0,0,0,298,428,516,387,1021,5185,4588,244,2073,-380,6964,868,12792,595,0,16,2,0,0,,3864,,
375,467176945,5,3263,0,0,0,294,427,521,388,1024,5311,4588,169,2225,-341,7428,920,12884,595,0,16,2,0,0,,3964,,
376,467180720,5,3263,0,0,0,290,426,525,389,1025,5446,4588,94,2385,-299,7832,1032,13212,595,0,16,2,0,0,,3775,,
377,467184593,5,3263,0,0,0,285,425,530,390,1024,5588,4588,25,2526,-253,8100,1124,13304,595,0,16,2,0,0,,3873,,
378,467188451,5,3263,0,0,0,281,424,534,391,1022,5736,4588,-24,2648,-204,8360,1368,13832,595,0,16,2,0,0,,3858,,
379,467192326,5,3263,0,0,0,277,423,538,392,1022,5885,4588,-44,2726,-164,8336,1644,14240,595,0,16,2,0,0,,3875,,
380,467196226,5,3263,0,0,0,273,422,542,392,1025,6037,4588,-33,2754,-126,8604,2076,14620,595,0,16,2,0,0,,3900,,
381,467200060,5,3263,0,0,0,270,423,545,392,1032,6187,4588,11,2709,-92,8772,2340,15072,595,0,16,2,0,0,,3834,,
382,467203923,5,3263,0,0,0,269,423,546,391,1044,6332,4588,87,2600,-58,8868,2628,15180,595,0,16,2,0,0,,3863,,
383,467207839,5,3263,0,0,0,268,425,547,390,1062,6469,4588,181,2446,-25,8816,2788,14944,595,0,16,2,0,0,,3916,,
384,467211671,5,3263,0,0,0,268,427,546,388,1084,6594,4588,270,2280,24,8380,2828,14548,595,0,16,2,0,0,,3832,,
385,467215529,5,3263,0,0,0,269,428,546,387,1113,6709,4588,353,2147,85,8008,3248,14272,595,0,16,2,0,0,,3858,,
386,467219441,5,3263,0,0,0,269,430,546,385,1145,6816,4588,414,2042,131,7516,3424,13752,595,0,16,2,0,0,,3912,,
387,467223270,5,3263,0,0,0,269,431,546,383,1179,6913,4588,485,1951,159,6956,3292,13288,595,0,16,2,0,0,,3829,,
388,467227138,5,3263,0,0,0,269,433,546,382,1214,7000,4588,562,1859,167,6292,3024,13060,595,0,16,2,0,0,,3868,,
389,467231006,5,3263,0,0,0,269,435,546,380,1249,7080,4588,630,1758,152,6012,2688,12572,595,0,16,2,0,0,,3868,,
390,467234882,5,3263,0,0,0,270,437,545,378,1285,7154,4588,697,1654,114,5908,2428,11952,595,0,16,2,0,0,,3876,,
391,467238784,5,3263,0,0,0,270,438,545,377,1320,7223,4588,737,1546,67,5948,2260,11496,595,0,16,2,0,0,,3902,,
392,467242601,5,3263,0,0,0,271,439,544,375,1355,7292,4588,749,1495,6,6308,2088,10992,595,0,16,2,0,0,,3817,,
393,467246476,5,3263,0,0,0,270,440,544,375,1386,7359,4588,718,1421,-54,6520,1812,10796,595,0,16,2,0,0,,3875,,
394,467250342,5,3263,0,0,0,271,440,544,375,1414,7427,4588,658,1381,-122,6848,1796,10588,595,0,16,2,0,0,,3866,,
395,467254205,5,3263,0,0,0,270,440,545,375,1437,7497,4588,587,1409,-196,7072,1592,10760,595,0,16,2,0,0,,3863,,
396,467258083,5,3263,0,0,0,268,439,546,376,1458,7573,4588,511,1450,-281,7712,1756,10636,595,0,16,2,0,0,,3878,,
397,467261979,5,3263,0,0,0,267,438,548,377,1475,7653,4588,442,1487,-348,8072,1580,10860,595,0,16,2,0,0,,3896,,
398,467265808,5,3263,0,0,0,265,437,550,378,1488,7739,4588,375,1511,-405,8776,1524,10800,595,0,16,2,0,0,,3829,,
399,467269726,5,3263,0,0,0,263,436,552,378,1500,7831,4588,296,1569,-425,9328,1892,10608,595,0,16,2,0,0,,3918,,
400,467273544,5,3263,0,0,0,261,435,554,380,1511,7928,4588,211,1608,-422,9796,2144,10720,595,0,16,2,0,0,,3818,,
401,467277411,5,3263,0,0,0,259,434,556,381,1520,8027,4588,141,1611,-410,10196,2236,10364,595,0,16,2,0,0,,3867,,
402,467281283,5,3263,0,0,0,257,433,558,382,1525,8125,4588,95,1565,-374,10436,1996,10808,595,0,16,2,0,0,,3872,,
403,467285146,5,3263,0,0,0,256,432,558,382,1528,8219,4588,77,1452,-329,10608,1876,10764,595,0,16,2,0,0,,3863,,
404,467289016,5,3263,0,0,0,257,432,558,383,1531,8307,4588,82,1322,-275,10596,1932,10808,595,0,16,2,0,0,,3870,,
405,467292894,5,3263,0,0,0,257,432,558,382,1535,8384,4588,95,1177,-219,10124,1872,10968,595,0,16,2,0,0,,3878,,
406,467296750,5,3263,0,0,0,258,432,557,382,1540,8451,4588,105,1072,-158,9480,2040,10584,595,0,16,2,0,0,,3856,,
407,467300667,5,3263,0,0,0,259,433,556,382,1547,8510,4588,106,1045,-102,8644,2368,10452,595,0,16,2,0,0,,3917,,
408,467304502,5,3263,0,0,0,258,433,556,382,1557,8563,4588,98,1056,-72,7968,2716,10300,595,0,16,2,0,0,,3835,,
409,467308354,5,3263,0,0,0,257,433,558,382,1569,8614,4588,97,1077,-66,7616,2948,10040,595,0,16,2,0,0,,3852,,
410,467312227,5,3263,0,0,0,256,433,559,381,1582,8662,4588,114,1060,-81,7396,3072,10060,595,0,16,2,0,0,,3873,,
411,467316089,5,3263,0,0,0,256,434,559,381,1595,8706,4588,133,981,-107,7324,2956,9860,595,0,16,2,0,0,,3862,,
412,467319960,5,3263,0,0,0,256,434,559,381,1609,8746,4588,158,882,-138,7356,3044,9736,595,0,16,2,0,0,,3871,,
413,467323854,5,3263,0,0,0,257,435,558,380,1626,8782,4588,162,764,-176,7536,3292,9764,595,0,16,2,0,0,,3894,,
414,467327694,5,3263,0,0,0,259,435,556,380,1645,8816,4588,151,654,-216,7980,3624,9628,595,0,16,2,0,0,,3840,,
415,467331607,5,3263,0,0,0,260,435,555,380,1664,8850,4588,119,573,-259,8408,3804,9896,595,0,16,2,0,0,,3913,,
416,467335425,5,3263,0,0,0,260,435,554,380,1679,8884,4588,95,501,-292,8912,3420,9860,595,0,16,2,0,0,,3818,,
417,467339302,5,3263,0,0,0,261,435,554,380,1690,8921,4588,68,465,-306,9380,3172,10024,595,0,16,2,0,0,,3877,,
418,467343164,5,3263,0,0,0,261,435,554,380,1696,8960,4588,28,447,-308,9888,2744,10344,595,0,16,2,0,0,,3862,,
419,467347070,5,3263,0,0,0,261,434,554,381,1698,9004,4588,-5,460,-299,10456,2508,10492,595,0,16,2,0,0,,3906,,
420,467350899,5,3263,0,0,0,260,434,555,381,1698,9052,4588,-44,477,-280,10952,2396,10888,595,0,16,2,0,0,,3829,,
421,467354777,5,3263,0,0,0,259,433,556,382,1696,9103,4588,-70,489,-256,11248,2368,11036,595,0,16,2,0,0,,3878,,
422,467358633,5,3263,0,0,0,258,433,557,382,1694,9156,4588,-91,500,-230,11560,2348,11324,595,0,16,2,0,0,,3856,,
423,467362552,5,3263,0,0,0,257,432,558,383,1691,9209,4588,-94,502,-191,11588,2312,11504,595,0,16,2,0,0,,3919,,
424,467366405,5,3263,0,0,0,256,432,559,383,1687,9261,4588,-95,496,-145,11532,2188,11616,595,0,16,2,0,0,,3853,,
425,467370239,5,3263,0,0,0,255,432,560,383,1684,9312,4588,-106,530,-101,11360,2284,11844,595,0,16,2,0,0,,3834,,
426,467374108,5,3263,0,0,0,254,432,561,383,1683,9365,4588,-107,585,-65,11212,2580,11924,595,0,16,2,0,0,,3869,,
427,467377973,5,3263,0,0,0,252,432,563,383,1684,9417,4588,-89,628,-46,10912,2640,12316,595,0,16,2,0,0,,3865,,
