index_log, time_stamp, mode, thrust, roll, pitch, yaw, ae[0], ae[1], ae[2], ae[3], phi, theta, psi, sp, sq, sr, sax, say, saz, bat_volt, P, P1, P2, temperature, pressure
0, 7813571, 0, 2687, 0, 0, 0, 0, 0, 0, 0, -139, -795, 2164, -43, 31, -32, -1840, 864, 14922, 602, 0, 0, 0, 0, 0
1, 7823702, 0, 2687, 0, 0, 0, 0, 0, 0, 0, -139, -795, 2167, -43, 31, -32, -1836, 830, 14962, 602, 0, 0, 0, 0, 0
2, 7833549, 0, 2687, 0, 0, 0, 0, 0, 0, 0, -139, -795, 2170, -44, 31, -32, -1824, 838, 14968, 602, 0, 0, 0, 0, 0
3, 7843672, 0, 2687, 0, 0, 0, 0, 0, 0, 0, -139, -795, 2174, -45, 31, -32, -1798, 816, 15012, 602, 0, 0, 0, 0, 0
4, 7853759, 0, 2687, 0, 0, 0, 0, 0, 0, 0, -140, -795, 2176, -44, 31, -31, -1788, 820, 14966, 595, 0, 0, 0, 0, 0
5, 7863513, 0, 2687, 0, 0, 0, 0, 0, 0, 0, -140, -795, 2179, -44, 31, -31, -1780, 810, 14972, 595, 0, 0, 0, 0, 0
6, 7873456, 0, 2687, 0, 0, 0, 0, 0, 0, 0, -140, -795, 2182, -45, 31, -31, -1790, 802, 14948, 595, 0, 0, 0, 0, 0
7, 7883436, 0, 2687, 0, 0, 0, 0, 0, 0, 0, -140, -795, 2185, -44, 31, -31, -1804, 828, 14944, 595, 0, 0, 0, 0, 0
8, 7893407, 0, 2687, 0, 0, 0, 0, 0, 0, 0, -140, -795, 2188, -45, 31, -31, -1810, 834, 14954, 595, 0, 0, 0, 0, 0
9, 7903671, 0, 2687, 0, 0, 0, 0, 0, 0, 0, -140, -795, 2191, -43, 31, -32, -1838, 846, 14928, 602, 0, 0, 0, 0, 0
10, 7913349, 0, 2687, 0, 0, 0, 0, 0, 0, 0, -140, -795, 2194, -43, 31, -31, -1876, 860, 14952, 602, 0, 0, 0, 0, 0
11, 7923326, 0, 2687, 0, 0, 0, 0, 0, 0, 0, -140, -795, 2197, -44, 31, -31, -1852, 870, 14938, 602, 0, 0, 0, 0, 0
12, 7933313, 0, 2687, 0, 0, 0, 0, 0, 0, 0, -140, -795, 2200, -44, 30, -31, -1844, 890, 14962, 602, 0, 0, 0, 0, 0
13, 7943287, 0, 2687, 0, 0, 0, 0, 0, 0, 0, -140, -796, 2203, -44, 31, -31, -1862, 872, 14930, 602, 0, 0, 0, 0, 0
14, 7953672, 0, 2687, 0, 0, 0, 0, 0, 0, 0, -139, -796, 2206, -44, 31, -32, -1862, 860, 14926, 595, 0, 0, 0, 0, 0
15, 7963231, 0, 2687, 0, 0, 0, 0, 0, 0, 0, -139, -796, 2209, -44, 31, -32, -1838, 866, 14918, 595, 0, 0, 0, 0, 0
16, 7973205, 0, 2687, 0, 0, 0, 0, 0, 0, 0, -139, -796, 2212, -44, 31, -31, -1816, 852, 14948, 595, 0, 0, 0, 0, 0
17, 7983207, 0, 2687, 0, 0, 0, 0, 0, 0, 0, -139, -796, 2215, -44, 31, -31, -1792, 840, 14960, 595, 0, 0, 0, 0, 0
18, 7993190, 0, 2687, 0, 0, 0, 0, 0, 0, 0, -139, -796, 2218, -44, 30, -32, -1788, 816, 14972, 595, 0, 0, 0, 0, 0
19, 8003645, 0, 2687, 0, 0, 0, 0, 0, 0, 0, -139, -796, 2221, -44, 30, -32, -1792, 830, 14972, 602, 0, 0, 0, 0, 0
20, 8013214, 0, 2687, 0, 0, 0, 0, 0, 0, 0, -139, -796, 2224, -44, 31, -32, -1804, 832, 14958, 602, 0, 0, 0, 0, 0
21, 8023101, 0, 2687, 0, 0, 0, 0, 0, 0, 0, -139, -796, 2227, -44, 31, -32, -1812, 832, 14954, 602, 0, 0, 0, 0, 0
22, 8033231, 0, 2687, 0, 0, 0, 0, 0, 0, 0, -140, -796, 2230, -44, 31, -32, -1824, 822, 14944, 602, 0, 0, 0, 0, 0
23, 8043075, 0, 2687, 0, 0, 0, 0, 0, 0, 0, -140, -796, 2233, -44, 31, -32, -1826, 826, 14958, 602, 0, 0, 0, 0, 0
24, 8053784, 0, 2687, 0, 0, 0, 0, 0, 0, 0, -140, -796, 2236, -44, 31, -32, -1824, 834, 14958, 595, 0, 0, 0, 0, 0
25, 8063023, 0, 2687, 0, 0, 0, 0, 0, 0, 0, -140, -796, 2239, -44, 31, -31, -1834, 852, 14950, 595, 0, 0, 0, 0, 0
26, 8073015, 0, 2687, 0, 0, 0, 0, 0, 0, 0, -140, -796, 2242, -44, 31, -32, -1832, 824, 14962, 595, 0, 0, 0, 0, 0
27, 8082971, 0, 2687, 0, 0, 0, 0, 0, 0, 0, -140, -796, 2245, -44, 31, -31, -1832, 830, 14972, 595, 0, 0, 0, 0, 0
28, 8092968, 0, 2687, 0, 0, 0, 0, 0, 0, 0, -140, -796, 2248, -44, 31, -32, -1828, 840, 14960, 595, 0, 0, 0, 0, 0
29, 8102938, 0, 2687, 0, 0, 0, 0, 0, 0, 0, -140, -796, 2251, -44, 31, -32, -1824, 854, 14958, 595, 0, 0, 0, 0, 0
30, 8112908, 0, 2687, 0, 0, 0, 0, 0, 0, 0, -140, -796, 2254, -44, 30, -32, -1838, 848, 14960, 595, 0, 0, 0, 0, 0
31, 8122903, 0, 2687, 0, 0, 0, 0, 0, 0, 0, -140, -796, 2257, -44, 30, -32, -1834, 854, 14948, 595, 0, 0, 0, 0, 0
32, 8132876, 0, 2687, 0, 0, 0, 0, 0, 0, 0, -140, -796, 2260, -44, 31, -32, -1842, 850, 14934, 595, 0, 0, 0, 0, 0
33, 8142848, 0, 2687, 0, 0, 0, 0, 0, 0, 0, -140, -796, 2263, -44, 30, -32, -1838, 852, 14964, 595, 0, 0, 0, 0, 0
34, 8152826, 0, 2687, 0, 0, 0, 0, 0, 0, 0, -140, -797, 2266, -44, 30, -32, -1832, 870, 14942, 595, 0, 0, 0, 0, 0
35, 8162813, 0, 2687, 0, 0, 0, 0, 0, 0, 0, -140, -797, 2269, -45, 30, -31, -1840, 860, 14922, 602, 0, 0, 0, 0, 0
36, 8172777, 0, 2687, 0, 0, 0, 0, 0, 0, 0, -139, -797, 2272, -44, 31, -32, -1858, 872, 14952, 602, 0, 0, 0, 0, 0
37, 8182766, 0, 2687, 0, 0, 0, 0, 0, 0, 0, -139, -797, 2275, -44, 31, -32, -1844, 860, 14950, 602, 0, 0, 0, 0, 0
38, 8192745, 0, 2687, 0, 0, 0, 0, 0, 0, 0, -139, -797, 2278, -45, 31, -32, -1850, 878, 14948, 602, 0, 0, 0, 0, 0
39, 8202753, 0, 2687, 0, 0, 0, 0, 0, 0, 0, -139, -797, 2281, -45, 31, -32, -1850, 846, 14960, 602, 0, 0, 0, 0, 0
40, 8212699, 0, 2687, 0, 0, 0, 0, 0, 0, 0, -139, -797, 2284, -44, 31, -32, -1828, 834, 14930, 595, 0, 0, 0, 0, 0
41, 8222793, 0, 2687, 0, 0, 0, 0, 0, 0, 0, -139, -797, 2287, -44, 31, -32, -1808, 820, 14948, 595, 0, 0, 0, 0, 0
42, 8232652, 0, 2687, 0, 0, 0, 0, 0, 0, 0, -139, -797, 2290, -44, 31, -32, -1790, 816, 14966, 595, 0, 0, 0, 0, 0
43, 8242804, 0, 2687, 0, 0, 0, 0, 0, 0, 0, -140, -797, 2293, -44, 31, -32, -1782, 824, 14980, 595, 0, 0, 0, 0, 0
44, 8252612, 0, 2687, 0, 0, 0, 0, 0, 0, 0, -140, -797, 2296, -44, 31, -31, -1776, 814, 14986, 595, 0, 0, 0, 0, 0
45, 8262695, 0, 2687, 0, 0, 0, 0, 0, 0, 0, -140, -797, 2299, -44, 31, -31, -1788, 828, 14962, 602, 0, 0, 0, 0, 0
46, 8272563, 0, 2687, 0, 0, 0, 0, 0, 0, 0, -140, -796, 2302, -44, 30, -32, -1784, 840, 14968, 602, 0, 0, 0, 0, 0
47, 8282538, 0, 2687, 0, 0, 0, 0, 0, 0, 0, -140, -796, 2305, -44, 30, -32, -1802, 850, 14958, 602, 0, 0, 0, 0, 0
48, 8292519, 0, 2687, 0, 0, 0, 0, 0, 0, 0, -140, -796, 2308, -43, 31, -32, -1812, 856, 14980, 602, 0, 0, 0, 0, 0
49, 8302506, 0, 2687, 0, 0, 0, 0, 0, 0, 0, -140, -796, 2311, -44, 31, -31, -1826, 838, 14952, 602, 0, 0, 0, 0, 0
50, 8312473, 0, 2687, 0, 0, 0, 0, 0, 0, 0, -140, -796, 2314, -44, 31, -32, -1854, 852, 14956, 595, 0, 0, 0, 0, 0
51, 8322456, 0, 2687, 0, 0, 0, 0, 0, 0, 0, -140, -796, 2317, -44, 31, -31, -1858, 862, 14930, 595, 0, 0, 0, 0, 0
52, 8332428, 0, 2687, 0, 0, 0, 0, 0, 0, 0, -139, -797, 2320, -44, 31, -32, -1840, 866, 14942, 595, 0, 0, 0, 0, 0
53, 8342421, 0, 2687, 0, 0, 0, 0, 0, 0, 0, -139, -797, 2323, -44, 31, -31, -1846, 838, 14942, 595, 0, 0, 0, 0, 0
54, 8352400, 0, 2687, 0, 0, 0, 0, 0, 0, 0, -139, -797, 2325, -44, 31, -31, -1858, 824, 14948, 595, 0, 0, 0, 0, 0
55, 8362366, 0, 2687, 0, 0, 0, 0, 0, 0, 0, -139, -797, 2328, -44, 31, -32, -1846, 816, 14962, 595, 0, 0, 0, 0, 0
56, 8372332, 0, 2687, 0, 0, 0, 0, 0, 0, 0, -140, -797, 2331, -44, 31, -32, -1828, 824, 14958, 595, 0, 0, 0, 0, 0
57, 8382307, 0, 2687, 0, 0, 0, 0, 0, 0, 0, -140, -797, 2334, -44, 31, -31, -1822, 806, 14968, 595, 0, 0, 0, 0, 0
58, 8392305, 0, 2687, 0, 0, 0, 0, 0, 0, 0, -140, -797, 2337, -44, 31, -31, -1832, 808, 14950, 595, 0, 0, 0, 0, 0
59, 8402282, 0, 2687, 0, 0, 0, 0, 0, 0, 0, -140, -797, 2340, -44, 31, -31, -1830, 822, 14958, 595, 0, 0, 0, 0, 0
60, 8412457, 0, 2687, 0, 0, 0, 0, 0, 0, 0, -140, -797, 2343, -44, 31, -32, -1818, 818, 14950, 595, 0, 0, 0, 0, 0
61, 8422219, 0, 2687, 0, 0, 0, 0, 0, 0, 0, -140, -797, 2346, -44, 30, -31, -1802, 834, 14936, 595, 0, 0, 0, 0, 0
62, 8432322, 0, 2687, 0, 0, 0, 0, 0, 0, 0, -140, -797, 2349, -44, 31, -32, -1786, 832, 14956, 595, 0, 0, 0, 0, 0
63, 8442193, 0, 2687, 0, 0, 0, 0, 0, 0, 0, -140, -797, 2352, -44, 31, -31, -1804, 836, 14970, 595, 0, 0, 0, 0, 0
64, 8452334, 0, 2687, 0, 0, 0, 0, 0, 0, 0, -140, -797, 2355, -44, 31, -31, -1818, 836, 14990, 595, 0, 0, 0, 0, 0
65, 8462143, 0, 2687, 0, 0, 0, 0, 0, 0, 0, -140, -797, 2358, -44, 31, -31, -1832, 822, 14980, 595, 0, 0, 0, 0, 0
66, 8472192, 0, 2687, 0, 0, 0, 0, 0, 0, 0, -140, -797, 2361, -44, 30, -31, -1820, 814, 14970, 595, 0, 0, 0, 0, 0
67, 8482093, 0, 2687, 0, 0, 0, 0, 0, 0, 0, -140, -797, 2364, -44, 31, -32, -1822, 808, 14950, 595, 0, 0, 0, 0, 0
68, 8492074, 0, 2687, 0, 0, 0, 0, 0, 0, 0, -141, -797, 2367, -44, 31, -32, -1814, 822, 14938, 595, 0, 0, 0, 0, 0
69, 8502060, 0, 2687, 0, 0, 0, 0, 0, 0, 0, -141, -797, 2370, -44, 30, -31, -1834, 814, 14928, 595, 0, 0, 0, 0, 0
70, 8512025, 0, 2687, 0, 0, 0, 0, 0, 0, 0, -141, -797, 2373, -44, 30, -31, -1832, 836, 14960, 595, 0, 0, 0, 0, 0
71, 8522006, 0, 2687, 0, 0, 0, 0, 0, 0, 0, -141, -797, 2376, -45, 31, -31, -1830, 846, 14976, 595, 0, 0, 0, 0, 0
72, 8531980, 0, 2687, 0, 0, 0, 0, 0, 0, 0, -141, -797, 2379, -44, 30, -32, -1834, 830, 14920, 595, 0, 0, 0, 0, 0
73, 8541959, 0, 2687, 0, 0, 0, 0, 0, 0, 0, -141, -797, 2382, -44, 30, -32, -1842, 840, 14938, 595, 0, 0, 0, 0, 0
74, 8551943, 0, 2687, 0, 0, 0, 0, 0, 0, 0, -141, -798, 2385, -44, 30, -32, -1856, 844, 14956, 595, 0, 0, 0, 0, 0
75, 8561926, 0, 2687, 0, 0, 0, 0, 0, 0, 0, -141, -798, 2388, -44, 31, -32, -1854, 832, 14952, 595, 0, 0, 0, 0, 0
76, 8571902, 0, 2687, 0, 0, 0, 0, 0, 0, 0, -141, -798, 2391, -44, 31, -32, -1846, 820, 14972, 595, 0, 0, 0, 0, 0
77, 8581890, 0, 2687, 0, 0, 0, 0, 0, 0, 0, -141, -798, 2394, -44, 30, -32, -1848, 826, 14972, 595, 0, 0, 0, 0, 0
78, 8591869, 0, 2687, 0, 0, 0, 0, 0, 0, 0, -141, -798, 2397, -44, 30, -32, -1832, 816, 14984, 595, 0, 0, 0, 0, 0
79, 8601851, 0, 2687, 0, 0, 0, 0, 0, 0, 0, -141, -798, 2400, -44, 30, -32, -1826, 822, 14952, 595, 0, 0, 0, 0, 0
80, 8611813, 0, 2687, 0, 0, 0, 0, 0, 0, 0, -141, -798, 2403, -44, 30, -31, -1816, 826, 14948, 595, 0, 0, 0, 0, 0
81, 8621855, 0, 2687, 0, 0, 0, 0, 0, 0, 0, -141, -799, 2406, -44, 30, -32, -1812, 818, 14940, 595, 0, 0, 0, 0, 0
82, 8631773, 0, 2687, 0, 0, 0, 0, 0, 0, 0, -141, -798, 2409, -44, 31, -32, -1810, 820, 14956, 595, 0, 0, 0, 0, 0
83, 8641881, 0, 2687, 0, 0, 0, 0, 0, 0, 0, -142, -798, 2412, -44, 31, -32, -1820, 818, 14966, 595, 0, 0, 0, 0, 0
84, 8651745, 0, 2687, 0, 0, 0, 0, 0, 0, 0, -142, -798, 2415, -44, 30, -32, -1826, 816, 14966, 595, 0, 0, 0, 0, 0
85, 8661873, 0, 2687, 0, 0, 0, 0, 0, 0, 0, -142, -799, 2418, -44, 30, -32, -1832, 818, 14968, 595, 0, 0, 0, 0, 0
86, 8671689, 0, 2687, 0, 0, 0, 0, 0, 0, 0, -142, -799, 2421, -44, 30, -32, -1836, 820, 14974, 595, 0, 0, 0, 0, 0
87, 8681708, 0, 2687, 0, 0, 0, 0, 0, 0, 0, -142, -799, 2424, -44, 31, -32, -1840, 830, 14952, 595, 0, 0, 0, 0, 0
88, 8691651, 0, 2687, 0, 0, 0, 0, 0, 0, 0, -142, -799, 2427, -44, 31, -31, -1848, 828, 14942, 595, 0, 0, 0, 0, 0
89, 8701625, 0, 2687, 0, 0, 0, 0, 0, 0, 0, -142, -799, 2430, -44, 31, -32, -1856, 842, 14962, 595, 0, 0, 0, 0, 0
90, 8711603, 0, 2687, 0, 0, 0, 0, 0, 0, 0, -142, -799, 2433, -44, 31, -32, -1848, 818, 14960, 595, 0, 0, 0, 0, 0
91, 8721579, 0, 2687, 0, 0, 0, 0, 0, 0, 0, -142, -799, 2436, -44, 31, -32, -1846, 826, 14974, 595, 0, 0, 0, 0, 0
92, 8731559, 0, 2687, 0, 0, 0, 0, 0, 0, 0, -142, -799, 2439, -44, 31, -32, -1848, 826, 14974, 595, 0, 0, 0, 0, 0
93, 8741543, 0, 2687, 0, 0, 0, 0, 0, 0, 0, -142, -799, 2442, -44, 31, -32, -1824, 816, 14960, 595, 0, 0, 0, 0, 0
94, 8751527, 0, 2687, 0, 0, 0, 0, 0, 0, 0, -142, -799, 2445, -44, 31, -32, -1824, 830, 14956, 595, 0, 0, 0, 0, 0
95, 8761498, 0, 2687, 0, 0, 0, 0, 0, 0, 0, -142, -799, 2448, -44, 31, -32, -1806, 836, 14940, 595, 0, 0, 0, 0, 0
96, 8771469, 0, 2687, 0, 0, 0, 0, 0, 0, 0, -142, -799, 2451, -44, 31, -31, -1810, 846, 14918, 595, 0, 0, 0, 0, 0
97, 8781460, 0, 2687, 0, 0, 0, 0, 0, 0, 0, -142, -799, 2454, -44, 31, -31, -1804, 832, 14948, 595, 0, 0, 0, 0, 0
98, 8791425, 0, 2687, 0, 0, 0, 0, 0, 0, 0, -142, -799, 2457, -44, 30, -31, -1798, 816, 14930, 595, 0, 0, 0, 0, 0
99, 8801407, 0, 2687, 0, 0, 0, 0, 0, 0, 0, -142, -799, 2460, -44, 31, -31, -1814, 814, 14980, 595, 0, 0, 0, 0, 0
100, 8811415, 0, 2687, 0, 0, 0, 0, 0, 0, 0, -143, -799, 2463, -44, 31, -31, -1838, 814, 14964, 602, 0, 0, 0, 0, 0
101, 8821374, 0, 2687, 0, 0, 0, 0, 0, 0, 0, -143, -799, 2466, -44, 31, -32, -1842, 816, 14976, 602, 0, 0, 0, 0, 0
102, 8831432, 0, 2687, 0, 0, 0, 0, 0, 0, 0, -143, -799, 2469, -44, 31, -32, -1856, 832, 14968, 602, 0, 0, 0, 0, 0
103, 8841320, 0, 2687, 0, 0, 0, 0, 0, 0, 0, -143, -799, 2472, -44, 31, -32, -1844, 846, 14972, 602, 0, 0, 0, 0, 0
104, 8851450, 0, 2687, 0, 0, 0, 0, 0, 0, 0, -143, -799, 2475, -44, 31, -32, -1826, 838, 14962, 602, 0, 0, 0, 0, 0
105, 8861276, 0, 2687, 0, 0, 0, 0, 0, 0, 0, -143, -799, 2478, -44, 31, -32, -1812, 818, 14950, 595, 0, 0, 0, 0, 0
106, 8871383, 0, 2687, 0, 0, 0, 0, 0, 0, 0, -143, -799, 2481, -44, 31, -32, -1818, 824, 14940, 595, 0, 0, 0, 0, 0
107, 8881231, 0, 2687, 0, 0, 0, 0, 0, 0, 0, -143, -799, 2484, -44, 31, -32, -1820, 828, 14928, 595, 0, 0, 0, 0, 0
108, 8891239, 0, 2687, 0, 0, 0, 0, 0, 0, 0, -143, -799, 2487, -44, 31, -32, -1814, 844, 14928, 595, 0, 0, 0, 0, 0
109, 8901198, 0, 2687, 0, 0, 0, 0, 0, 0, 0, -143, -799, 2490, -44, 31, -32, -1822, 846, 14932, 595, 0, 0, 0, 0, 0
110, 8911170, 0, 2687, 0, 0, 0, 0, 0, 0, 0, -143, -799, 2493, -44, 31, -31, -1820, 838, 14930, 602, 0, 0, 0, 0, 0
111, 8921143, 0, 2687, 0, 0, 0, 0, 0, 0, 0, -143, -799, 2496, -44, 31, -32, -1828, 838, 14936, 602, 0, 0, 0, 0, 0
112, 8931125, 0, 2687, 0, 0, 0, 0, 0, 0, 0, -143, -799, 2499, -44, 31, -32, -1854, 850, 14956, 602, 0, 0, 0, 0, 0
113, 8941109, 0, 2687, 0, 0, 0, 0, 0, 0, 0, -143, -799, 2502, -44, 31, -32, -1868, 856, 14940, 602, 0, 0, 0, 0, 0
114, 8951090, 0, 2687, 0, 0, 0, 0, 0, 0, 0, -143, -799, 2505, -44, 31, -32, -1852, 836, 14922, 602, 0, 0, 0, 0, 0
115, 8961066, 0, 2687, 0, 0, 0, 0, 0, 0, 0, -143, -799, 2508, -44, 31, -32, -1840, 838, 14942, 595, 0, 0, 0, 0, 0
116, 8971038, 0, 2687, 0, 0, 0, 0, 0, 0, 0, -143, -799, 2511, -44, 31, -32, -1840, 832, 14954, 595, 0, 0, 0, 0, 0
117, 8981013, 0, 2687, 0, 0, 0, 0, 0, 0, 0, -143, -800, 2514, -44, 31, -32, -1830, 834, 14936, 595, 0, 0, 0, 0, 0
118, 8991002, 0, 2687, 0, 0, 0, 0, 0, 0, 0, -143, -800, 2517, -44, 31, -32, -1816, 834, 14944, 595, 0, 0, 0, 0, 0
119, 9000980, 0, 2687, 0, 0, 0, 0, 0, 0, 0, -143, -799, 2520, -44, 31, -32, -1828, 834, 14964, 595, 0, 0, 0, 0, 0
120, 9010955, 0, 2687, 0, 0, 0, 0, 0, 0, 0, -143, -799, 2523, -44, 31, -32, -1802, 826, 14976, 602, 0, 0, 0, 0, 0
121, 9021146, 0, 2687, 0, 0, 0, 0, 0, 0, 0, -143, -799, 2526, -44, 31, -32, -1810, 836, 15000, 602, 0, 0, 0, 0, 0
122, 9030916, 0, 2687, 0, 0, 0, 0, 0, 0, 0, -143, -799, 2529, -44, 31, -32, -1808, 804, 14990, 602, 0, 0, 0, 0, 0
123, 9041000, 0, 2687, 0, 0, 0, 0, 0, 0, 0, -143, -799, 2532, -44, 31, -31, -1812, 806, 14972, 602, 0, 0, 0, 0, 0
124, 9050857, 0, 2687, 0, 0, 0, 0, 0, 0, 0, -143, -799, 2535, -44, 31, -31, -1816, 826, 14942, 602, 0, 0, 0, 0, 0
125, 9061006, 0, 2687, 0, 0, 0, 0, 0, 0, 0, -143, -799, 2538, -43, 31, -31, -1834, 824, 14968, 595, 0, 0, 0, 0, 0
126, 9070809, 0, 2687, 0, 0, 0, 0, 0, 0, 0, -143, -799, 2541, -43, 31, -31, -1842, 840, 14954, 595, 0, 0, 0, 0, 0
127, 9080913, 0, 2687, 0, 0, 0, 0, 0, 0, 0, -143, -799, 2544, -44, 31, -32, -1846, 836, 14942, 595, 0, 0, 0, 0, 0
128, 9090761, 0, 2687, 0, 0, 0, 0, 0, 0, 0, -143, -799, 2547, -44, 31, -32, -1854, 862, 14946, 595, 0, 0, 0, 0, 0
129, 9100755, 0, 2687, 0, 0, 0, 0, 0, 0, 0, -143, -799, 2550, -44, 31, -32, -1852, 866, 14974, 595, 0, 0, 0, 0, 0
130, 9110730, 0, 2687, 0, 0, 0, 0, 0, 0, 0, -143, -799, 2553, -44, 31, -32, -1834, 870, 14952, 602, 0, 0, 0, 0, 0
131, 9120693, 0, 2687, 0, 0, 0, 0, 0, 0, 0, -143, -799, 2556, -44, 31, -32, -1830, 856, 14930, 602, 0, 0, 0, 0, 0
132, 9130669, 0, 2687, 0, 0, 0, 0, 0, 0, 0, -142, -799, 2559, -44, 31, -32, -1828, 856, 14952, 602, 0, 0, 0, 0, 0
133, 9140658, 0, 2687, 0, 0, 0, 0, 0, 0, 0, -142, -799, 2562, -44, 31, -32, -1834, 860, 14948, 602, 0, 0, 0, 0, 0
134, 9150643, 0, 2687, 0, 0, 0, 0, 0, 0, 0, -142, -799, 2565, -44, 31, -32, -1810, 862, 14970, 602, 0, 0, 0, 0, 0
135, 9160614, 0, 2687, 0, 0, 0, 0, 0, 0, 0, -142, -799, 2568, -44, 31, -32, -1800, 848, 14962, 595, 0, 0, 0, 0, 0
136, 9170584, 0, 2687, 0, 0, 0, 0, 0, 0, 0, -142, -799, 2571, -44, 31, -32, -1800, 820, 14972, 595, 0, 0, 0, 0, 0
137, 9180557, 0, 2687, 0, 0, 0, 0, 0, 0, 0, -142, -799, 2574, -44, 31, -32, -1786, 814, 14934, 595, 0, 0, 0, 0, 0
138, 9190538, 0, 2687, 0, 0, 0, 0, 0, 0, 0, -142, -799, 2577, -44, 31, -32, -1804, 814, 14954, 595, 0, 0, 0, 0, 0
139, 9200531, 0, 2687, 0, 0, 0, 0, 0, 0, 0, -142, -799, 2580, -44, 31, -31, -1800, 820, 14954, 595, 0, 0, 0, 0, 0
140, 9210503, 0, 2687, 0, 0, 0, 0, 0, 0, 0, -142, -799, 2583, -44, 31, -31, -1814, 822, 14944, 602, 0, 0, 0, 0, 0
141, 9220472, 0, 2687, 0, 0, 0, 0, 0, 0, 0, -143, -799, 2586, -44, 31, -31, -1814, 824, 14938, 602, 0, 0, 0, 0, 0
142, 9230505, 0, 2687, 0, 0, 0, 0, 0, 0, 0, -143, -799, 2589, -44, 31, -31, -1820, 820, 14952, 602, 0, 0, 0, 0, 0
143, 9240454, 0, 2687, 0, 0, 0, 0, 0, 0, 0, -143, -799, 2592, -44, 31, -31, -1830, 832, 14972, 602, 0, 0, 0, 0, 0
144, 9250547, 0, 2687, 0, 0, 0, 0, 0, 0, 0, -143, -799, 2595, -44, 31, -31, -1858, 832, 14974, 602, 0, 0, 0, 0, 0
145, 9260392, 0, 2687, 0, 0, 0, 0, 0, 0, 0, -143, -799, 2598, -44, 31, -31, -1876, 856, 14960, 595, 0, 0, 0, 0, 0
146, 9270550, 0, 2687, 0, 0, 0, 0, 0, 0, 0, -143, -799, 2601, -44, 31, -31, -1872, 850, 14978, 595, 0, 0, 0, 0, 0
147, 9280367, 0, 2687, 0, 0, 0, 0, 0, 0, 0, -142, -799, 2604, -44, 31, -31, -1866, 850, 14966, 595, 0, 0, 0, 0, 0
148, 9290404, 0, 2687, 0, 0, 0, 0, 0, 0, 0, -142, -799, 2606, -44, 31, -32, -1862, 866, 14954, 595, 0, 0, 0, 0, 0
149, 9300309, 0, 2687, 0, 0, 0, 0, 0, 0, 0, -142, -800, 2609, -44, 31, -31, -1842, 878, 14956, 595, 0, 0, 0, 0, 0
150, 9310286, 0, 2687, 0, 0, 0, 0, 0, 0, 0, -142, -800, 2612, -44, 32, -32, -1820, 868, 14942, 602, 0, 0, 0, 0, 0
151, 9320267, 0, 2687, 0, 0, 0, 0, 0, 0, 0, -142, -799, 2615, -44, 31, -32, -1810, 866, 14954, 602, 0, 0, 0, 0, 0
152, 9330242, 0, 2687, 0, 0, 0, 0, 0, 0, 0, -142, -799, 2618, -44, 31, -32, -1802, 862, 14924, 602, 0, 0, 0, 0, 0
153, 9340236, 0, 2687, 0, 0, 0, 0, 0, 0, 0, -142, -799, 2621, -44, 31, -32, -1806, 858, 14952, 602, 0, 0, 0, 0, 0
154, 9350209, 0, 2687, 0, 0, 0, 0, 0, 0, 0, -142, -799, 2624, -45, 31, -32, -1824, 842, 14946, 602, 0, 0, 0, 0, 0
155, 9360185, 0, 2687, 0, 0, 0, 0, 0, 0, 0, -142, -799, 2627, -44, 31, -32, -1806, 828, 14962, 595, 0, 0, 0, 0, 0
156, 9370152, 0, 2687, 0, 0, 0, 0, 0, 0, 0, -142, -799, 2630, -44, 31, -32, -1812, 816, 14964, 595, 0, 0, 0, 0, 0
157, 9380138, 0, 2687, 0, 0, 0, 0, 0, 0, 0, -142, -799, 2634, -44, 31, -32, -1826, 784, 14962, 595, 0, 0, 0, 0, 0
158, 9390110, 0, 2687, 0, 0, 0, 0, 0, 0, 0, -142, -799, 2637, -44, 31, -32, -1820, 806, 14948, 595, 0, 0, 0, 0, 0
159, 9400101, 0, 2687, 0, 0, 0, 0, 0, 0, 0, -142, -799, 2640, -44, 31, -32, -1826, 812, 14978, 595, 0, 0, 0, 0, 0
160, 9410068, 0, 2687, 0, 0, 0, 0, 0, 0, 0, -142, -799, 2643, -44, 31, -32, -1812, 826, 14970, 602, 0, 0, 0, 0, 0
161, 9420068, 0, 2687, 0, 0, 0, 0, 0, 0, 0, -142, -799, 2646, -44, 31, -31, -1816, 830, 14948, 602, 0, 0, 0, 0, 0
162, 9430019, 0, 2687, 0, 0, 0, 0, 0, 0, 0, -142, -799, 2649, -44, 31, -31, -1802, 840, 14958, 602, 0, 0, 0, 0, 0
163, 9440065, 0, 2687, 0, 0, 0, 0, 0, 0, 0, -142, -799, 2651, -44, 31, -31, -1820, 848, 14968, 602, 0, 0, 0, 0, 0
164, 9449989, 0, 2687, 0, 0, 0, 0, 0, 0, 0, -142, -799, 2654, -44, 31, -31, -1816, 858, 14956, 602, 0, 0, 0, 0, 0
165, 9460094, 0, 2687, 0, 0, 0, 0, 0, 0, 0, -142, -799, 2657, -44, 30, -31, -1830, 864, 14960, 595, 0, 0, 0, 0, 0
166, 9469931, 0, 2687, 0, 0, 0, 0, 0, 0, 0, -142, -799, 2660, -44, 30, -32, -1844, 856, 14950, 595, 0, 0, 0, 0, 0
