index, time stamp, mode, thrust, roll, pitch, yaw, ae0, ae1, ae2, ae3, phi, theta, psi, sp, sq, sr, bat_volt, temperature, pressure
471, 24400607, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1900, -1954, -4642, -1, -1, 0, 560, 2434, 103474
472, 24450927, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1900, -1954, -4642, -1, -1, 0, 574, 2434, 103474
473, 24500601, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1901, -1953, -4642, -1, -1, 0, 574, 2434, 103475
474, 24550575, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1901, -1953, -4642, 0, 0, 0, 560, 2434, 103475
475, 24600420, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1901, -1953, -4642, -1, -1, 0, 574, 2434, 103475
476, 24650578, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1901, -1953, -4642, 0, 0, -1, 574, 2433, 103474
477, 24700060, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1901, -1954, -4642, -1, -1, -1, 560, 2433, 103474
478, 24750405, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1901, -1954, -4642, 0, 0, 0, 574, 2433, 103474
479, 24800236, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1902, -1954, -4642, 0, 0, -1, 574, 2433, 103474
480, 24850038, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1902, -1954, -4642, 0, 0, 0, 560, 2433, 103474
481, 24899888, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1903, -1954, -4642, -1, -1, 0, 574, 2433, 103474
482, 24950076, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1903, -1954, -4642, 0, 0, 0, 574, 2433, 103475
483, 24999647, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1903, -1954, -4642, 0, 0, 0, 560, 2433, 103475
484, 25050066, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1903, -1954, -4641, -1, -1, 0, 574, 2433, 103475
485, 25099841, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1904, -1954, -4641, 0, 0, 0, 574, 2433, 103476
486, 25149891, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1904, -1955, -4641, -1, -1, 0, 560, 2433, 103476
487, 25199825, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1904, -1955, -4641, -1, -1, 0, 574, 2433, 103476
488, 25250071, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1904, -1955, -4641, 0, 1, -1, 574, 2433, 103475
489, 25299643, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1904, -1956, -4641, 0, 0, 0, 560, 2433, 103475
490, 25350061, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1904, -1956, -4641, 0, 0, 0, 574, 2433, 103475
491, 25399836, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1904, -1956, -4641, 0, 0, 0, 574, 2433, 103473
492, 25449885, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1905, -1956, -4640, -1, -1, 0, 560, 2433, 103473
493, 25499819, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1905, -1956, -4640, -1, -2, 0, 574, 2433, 103473
494, 25550068, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1905, -1955, -4640, 0, 0, 0, 574, 2434, 103474
495, 25599638, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1905, -1955, -4640, -1, -1, 0, 560, 2434, 103474
496, 25650058, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1905, -1956, -4640, 0, 0, 0, 574, 2434, 103474
497, 25699832, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1905, -1956, -4640, -1, -1, 0, 574, 2433, 103472
498, 25749882, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1905, -1956, -4640, 0, 0, 0, 560, 2433, 103472
499, 25799816, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1905, -1956, -4640, -1, -1, 0, 574, 2433, 103472
500, 25850063, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1905, -1956, -4640, 0, 0, 0, 574, 2433, 103473
501, 25899634, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1905, -1956, -4640, -1, -2, 0, 560, 2433, 103473
502, 25950053, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1906, -1956, -4640, -1, -1, -1, 574, 2433, 103473
503, 25999826, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1905, -1956, -4640, -1, -2, 0, 574, 2434, 103474
504, 26049875, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1905, -1956, -4640, 0, 0, 0, 560, 2434, 103474
505, 26099810, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1905, -1956, -4640, 0, 0, 0, 574, 2434, 103474
506, 26150058, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1905, -1956, -4640, 0, 0, 0, 574, 2433, 103473
507, 26199629, 3, 0, 0, 0, 0, 0, 0, 0, 0, 1905, -1956, -4640, 1, 0, -1, 560, 2433, 103473
508, 26250048, 3, 0, 0, 0, 0, 0, 0, 0, 0, 1905, -1956, -4640, 1, 0, -1, 574, 2433, 103473
509, 26299822, 3, 0, 0, 0, 0, 0, 0, 0, 0, 1905, -1956, -4640, 0, 0, 0, 574, 2434, 103472
510, 26349873, 3, 0, 0, 0, 0, 0, 0, 0, 0, 1905, -1956, -4640, 0, 0, 1, 560, 2434, 103472
511, 26399806, 3, 0, 0, 0, 0, 0, 0, 0, 0, 1905, -1956, -4639, 1, 0, 0, 574, 2434, 103472
512, 26450054, 3, 0, 0, 0, 0, 0, 0, 0, 0, 1906, -1956, -4639, -1, -1, 0, 574, 2433, 103474
513, 26499625, 3, 0, 0, 0, 0, 0, 0, 0, 0, 1906, -1956, -4639, -1, -1, 0, 560, 2433, 103474
514, 26550043, 3, 0, 0, 0, 0, 0, 0, 0, 0, 1906, -1955, -4639, 0, 0, 0, 574, 2433, 103474
515, 26599819, 3, 0, 0, 0, 0, 0, 0, 0, 0, 1905, -1955, -4639, -1, -2, 0, 574, 2434, 103475
516, 26649868, 3, 0, 0, 0, 0, 0, 0, 0, 0, 1905, -1955, -4639, 0, 0, 0, 560, 2434, 103475
517, 26699802, 3, 0, 0, 0, 0, 0, 0, 0, 0, 1904, -1955, -4639, 0, 0, -1, 574, 2434, 103475
518, 26750049, 3, 0, 0, 0, 0, 0, 0, 0, 0, 1904, -1955, -4639, -1, -1, 0, 574, 2434, 103474
519, 26799622, 3, 2047, 0, 0, 0, 0, 0, 0, 0, 1905, -1954, -4639, -1, -1, 0, 560, 2434, 103474
520, 26850041, 3, 2047, 0, 0, 0, 0, 0, 0, 0, 1904, -1954, -4639, -1, -1, 0, 574, 2434, 103474
521, 26899812, 3, 2047, 0, 0, 0, 0, 0, 0, 0, 1905, -1955, -4639, -1, -1, 0, 574, 2434, 103475
522, 26949863, 3, 2047, 0, 0, 0, 0, 0, 0, 0, 1904, -1955, -4639, -1, -1, -1, 560, 2434, 103475
523, 26999797, 3, 2047, 0, 0, 0, 0, 0, 0, 0, 1904, -1955, -4639, 0, 1, 0, 574, 2434, 103475
524, 27050045, 3, 2047, 0, 0, 0, 0, 0, 0, 0, 1904, -1955, -4639, 0, 0, 0, 574, 2434, 103475
525, 27099614, 3, 2047, 0, 0, 0, 0, 0, 0, 0, 1904, -1955, -4639, 0, 0, 0, 560, 2434, 103475
526, 27150034, 3, 2047, 0, 0, 0, 0, 0, 0, 0, 1904, -1955, -4639, -2, -1, 0, 574, 2434, 103475
527, 27199808, 3, 2047, 0, 0, 0, 0, 0, 0, 0, 1904, -1956, -4638, 0, 0, 0, 574, 2434, 103474
528, 27249858, 3, 2047, 0, 0, 0, 0, 0, 0, 0, 1904, -1956, -4638, -1, -1, 0, 560, 2434, 103474
529, 27299794, 3, 2047, 0, 0, 0, 0, 0, 0, 0, 1905, -1956, -4638, -1, -1, 1, 574, 2434, 103474
530, 27350040, 3, 2047, 0, 0, 0, 0, 0, 0, 0, 1905, -1956, -4638, -1, -2, 1, 574, 2434, 103473
531, 27399610, 3, 2047, 0, 0, 0, 0, 0, 0, 0, 1905, -1956, -4637, -1, -2, 0, 560, 2434, 103473
532, 27450030, 3, 2047, 0, 0, 0, 0, 0, 0, 0, 1905, -1956, -4638, -1, -1, 0, 574, 2434, 103473
533, 27499805, 3, 2047, 0, 0, 0, 0, 0, 0, 0, 1905, -1957, -4638, 0, 0, 0, 574, 2434, 103469
534, 27549852, 3, 2047, 0, 0, 0, 0, 0, 0, 0, 1905, -1956, -4638, -1, -1, 0, 560, 2434, 103469
535, 27599788, 3, 2047, 0, 0, 0, 0, 0, 0, 0, 1905, -1956, -4638, -1, -1, 0, 574, 2434, 103469
536, 27650036, 3, 2047, 0, 0, 0, 0, 0, 0, 0, 1905, -1956, -4637, -1, -1, 0, 574, 2435, 103473
537, 27699608, 3, 2047, 0, 0, 0, 0, 0, 0, 0, 1905, -1956, -4637, 0, 0, 0, 560, 2435, 103473
538, 27750026, 3, 2047, 0, 0, 0, 0, 0, 0, 0, 1905, -1957, -4637, 0, 0, 1, 574, 2435, 103473
539, 27799800, 3, 2047, 0, 0, 0, 0, 0, 0, 0, 1905, -1957, -4636, 0, -1, 0, 574, 2434, 103471
540, 27849852, 3, 2047, 0, 0, 0, 0, 0, 0, 0, 1905, -1957, -4636, 0, 0, 0, 560, 2434, 103471
541, 27899784, 3, 2047, 0, 0, 0, 0, 0, 0, 0, 1905, -1957, -4636, 0, 0, 0, 574, 2434, 103471
542, 27950030, 3, 2047, 0, 0, 0, 0, 0, 0, 0, 1906, -1957, -4636, -1, -1, -1, 574, 2435, 103475
543, 27999602, 3, 2047, 0, 0, 0, 0, 0, 0, 0, 1906, -1957, -4636, 0, 0, 0, 560, 2435, 103475
544, 28050022, 3, 2047, 0, 0, 0, 0, 0, 0, 0, 1906, -1957, -4636, 0, 0, 0, 574, 2435, 103475
545, 28099796, 3, 2047, 0, 0, 0, 0, 0, 0, 0, 1906, -1957, -4636, -1, -1, 0, 574, 2434, 103471
546, 28149844, 3, 2047, 0, 0, 0, 0, 0, 0, 0, 1906, -1957, -4636, -1, -1, 0, 560, 2434, 103471
547, 28199779, 3, 2047, 0, 0, 0, 0, 0, 0, 0, 1906, -1956, -4636, -1, -1, 0, 574, 2434, 103471
548, 28250024, 3, 2047, 0, 0, 0, 0, 0, 0, 0, 1906, -1955, -4636, -1, -1, 1, 574, 2435, 103476
549, 28299598, 3, 2047, 0, 0, 0, 0, 0, 0, 0, 1906, -1955, -4636, 0, 0, 0, 560, 2435, 103476
550, 28350017, 3, 2047, 0, 0, 0, 0, 0, 0, 0, 1906, -1955, -4636, 0, 0, 0, 574, 2435, 103476
551, 28399792, 3, 2047, 0, 0, 0, 0, 0, 0, 0, 1906, -1955, -4635, -1, -1, 0, 574, 2434, 103472
552, 28449841, 3, 2047, 0, 0, 0, 0, 0, 0, 0, 1906, -1955, -4635, -1, -1, 1, 560, 2434, 103472
553, 28499775, 3, 2047, 0, 0, 0, 0, 0, 0, 0, 1906, -1956, -4635, -1, -2, -1, 574, 2434, 103472
554, 28550026, 3, 2047, 0, 0, 0, 0, 0, 0, 0, 1906, -1956, -4636, -1, -1, 0, 574, 2434, 103474
555, 28599592, 3, 2047, 0, 0, 0, 0, 0, 0, 0, 1905, -1955, -4636, 0, 0, 0, 560, 2434, 103474
556, 28650013, 3, 2047, 0, 0, 0, 0, 0, 0, 0, 1905, -1955, -4636, -1, -1, 0, 574, 2434, 103474
557, 28703015, 3, 2047, 0, 0, 0, 0, 0, 0, 0, 1906, -1955, -4636, 0, 0, 1, 574, 2434, 103474
558, 28752983, 3, 2047, 0, 0, 0, 0, 0, 0, 0, 1906, -1954, -4635, -1, -1, 0, 560, 2434, 103474
559, 28802852, 3, 2047, 0, 0, 0, 0, 0, 0, 0, 1905, -1954, -4635, -1, -1, 0, 574, 2434, 103474
560, 28853013, 3, 2047, 0, 0, 0, 0, 0, 0, 0, 1905, -1954, -4635, -1, -2, 0, 574, 2434, 103471
561, 28902511, 3, 2047, 0, 0, 0, 0, 0, 0, 0, 1906, -1954, -4635, -1, -2, 0, 560, 2434, 103471
562, 28952839, 3, 2047, 0, 0, 0, 0, 0, 0, 0, 1906, -1954, -4635, 0, 0, 0, 574, 2434, 103471
563, 29002535, 3, 2047, 0, 0, 0, 0, 0, 0, 0, 1906, -1954, -4635, -1, -1, 0, 574, 2434, 103472
564, 29052478, 3, 2047, 0, 0, 0, 0, 0, 0, 0, 1907, -1954, -4635, 0, 0, 0, 560, 2434, 103472
565, 29102328, 3, 2047, 0, 0, 0, 0, 0, 0, 0, 1907, -1955, -4635, 0, 1, 0, 574, 2434, 103472
566, 29152496, 3, 2047, 0, 0, 0, 0, 0, 0, 0, 1907, -1955, -4635, -1, -1, 0, 588, 2434, 103475
567, 29201954, 3, 2047, 0, 0, 0, 0, 0, 0, 0, 1907, -1955, -4635, 0, 0, 0, 553, 2434, 103475
568, 29252296, 3, 2047, 0, 0, 0, 0, 0, 0, 0, 1907, -1955, -4634, 0, 0, 0, 574, 2434, 103475
569, 29301979, 3, 2047, 0, 0, 0, 0, 0, 0, 0, 1907, -1955, -4634, 0, 0, 0, 574, 2434, 103470
570, 29351934, 3, 2047, 0, 0, 0, 0, 0, 0, 0, 1908, -1955, -4634, -1, -1, 0, 560, 2434, 103470
571, 29401776, 3, 2047, 0, 0, 0, 0, 0, 0, 0, 1908, -1955, -4634, 0, 0, -1, 574, 2434, 103470
572, 29451924, 3, 2047, 0, 0, 0, 0, 0, 0, 0, 1908, -1955, -4634, -1, -1, 0, 574, 2433, 103472
573, 29501425, 3, 2047, 0, 0, 0, 0, 0, 0, 0, 1908, -1955, -4634, -1, -1, 0, 560, 2433, 103472
574, 29551745, 3, 2047, 0, 0, 0, 0, 0, 0, 0, 1908, -1954, -4634, -1, -1, 1, 574, 2433, 103472
575, 29601454, 3, 2047, 0, 0, 0, 0, 0, 0, 0, 1908, -1954, -4634, 0, 0, 0, 574, 2433, 103473
576, 29651404, 3, 2047, 0, 0, 0, 0, 0, 0, 0, 1908, -1955, -4634, -1, -2, 0, 560, 2433, 103473
577, 29701228, 3, 2047, 0, 0, 0, 0, 0, 0, 0, 1908, -1955, -4634, -1, -1, 0, 574, 2433, 103473
578, 29751416, 3, 2047, 0, 0, 0, 0, 0, 0, 0, 1908, -1955, -4634, 0, 0, 0, 574, 2433, 103475
579, 29800886, 3, 2047, 0, 0, 0, 0, 0, 0, 0, 1908, -1954, -4634, -1, -2, 0, 560, 2433, 103475
580, 29851227, 3, 2047, 0, 0, 0, 0, 0, 0, 0, 1909, -1954, -4634, -1, -1, 0, 581, 2433, 103475
581, 29900889, 3, 2047, 0, 0, 0, 0, 0, 0, 0, 1909, -1954, -4633, 0, 0, 0, 574, 2432, 103476
582, 29950862, 3, 2047, 0, 0, 0, 0, 0, 0, 0, 1909, -1954, -4633, -1, -1, 0, 560, 2432, 103476
583, 30000697, 3, 2047, 0, 0, 0, 0, 0, 0, 0, 1909, -1954, -4633, -1, -1, 1, 574, 2432, 103476
584, 30050845, 3, 2047, 0, 0, 0, 0, 0, 0, 0, 1909, -1954, -4633, -1, -1, 0, 574, 2432, 103480
585, 30100330, 3, 2047, 0, 0, 0, 0, 0, 0, 0, 1909, -1954, -4633, 0, 0, 0, 560, 2432, 103480
586, 30150678, 3, 2047, 0, 0, 0, 0, 0, 0, 0, 1909, -1954, -4632, -1, -1, 0, 574, 2432, 103480
587, 30200338, 3, 2047, 0, 0, 0, 0, 0, 0, 0, 1910, -1954, -4632, 0, 0, 0, 574, 2432, 103480
588, 30250304, 3, 2047, 0, 0, 0, 0, 0, 0, 0, 1910, -1954, -4632, 0, -1, 1, 560, 2432, 103480
589, 30300137, 3, 2047, 0, 0, 0, 0, 0, 0, 0, 1910, -1954, -4632, 0, 0, 0, 574, 2432, 103480
590, 30350293, 3, 2047, 0, 0, 0, 0, 0, 0, 0, 1909, -1955, -4632, -1, -1, 0, 574, 2431, 103485
591, 30399787, 3, 2047, 0, 0, 0, 0, 0, 0, 0, 1909, -1955, -4632, 0, 0, 0, 560, 2431, 103485
592, 30450104, 3, 2047, 0, 0, 0, 0, 0, 0, 0, 1909, -1955, -4632, -1, -1, 0, 574, 2431, 103485
593, 30499794, 3, 2047, 0, 0, 0, 0, 0, 0, 0, 1909, -1955, -4632, 0, 0, 0, 574, 2432, 103487
594, 30549807, 3, 2047, 0, 0, 0, 0, 0, 0, 0, 1909, -1955, -4632, -1, -1, 1, 560, 2432, 103487
595, 30599743, 3, 2047, 0, 0, 0, 0, 0, 0, 0, 1909, -1955, -4632, -1, -1, 0, 574, 2432, 103487
596, 30649990, 3, 2047, 0, 0, 0, 0, 0, 0, 0, 1909, -1954, -4632, 0, -1, 0, 574, 2432, 103490
597, 30699562, 3, 2047, 0, 0, 0, 0, 0, 0, 0, 1909, -1954, -4632, -1, -2, 0, 560, 2432, 103490
598, 30749981, 3, 2047, 0, 0, 0, 0, 0, 0, 0, 1909, -1954, -4632, -1, -2, 0, 574, 2432, 103490
599, 30799756, 3, 2047, 0, 0, 0, 0, 0, 0, 0, 1909, -1953, -4632, 0, 0, 0, 574, 2431, 103487
600, 30849806, 3, 2047, 0, 0, 0, 0, 0, 0, 0, 1908, -1953, -4632, 0, 0, 1, 560, 2431, 103487
601, 30899738, 3, 2047, 0, 0, 0, 0, 0, 0, 0, 1908, -1953, -4631, 0, 0, 0, 574, 2431, 103487
602, 30949985, 3, 2047, 0, 0, 0, 0, 0, 0, 0, 1908, -1953, -4631, 0, 0, 0, 574, 2432, 103491
603, 30999555, 3, 2047, 0, 0, 0, 0, 0, 0, 0, 1908, -1953, -4631, -1, -1, 0, 560, 2432, 103491
604, 31049975, 3, 2047, 0, 0, 0, 0, 0, 0, 0, 1907, -1954, -4631, -1, -1, 0, 574, 2432, 103491
605, 31099749, 3, 2047, 0, 0, 0, 0, 0, 0, 0, 1907, -1954, -4631, -1, -1, 0, 574, 2432, 103492
606, 31149799, 3, 2047, 0, 0, 0, 0, 0, 0, 0, 1907, -1954, -4631, -1, -1, 0, 560, 2432, 103492
607, 31199731, 3, 2047, 0, 0, 0, 0, 0, 0, 0, 1907, -1954, -4631, 0, 0, 0, 574, 2432, 103492
608, 31249980, 3, 2047, 0, 0, 0, 0, 0, 0, 0, 1907, -1955, -4631, 0, 0, 0, 574, 2432, 103496
609, 31299552, 3, 2047, 0, 0, 0, 0, 0, 0, 0, 1907, -1955, -4631, 0, 0, 0, 560, 2432, 103496
610, 31349971, 3, 2047, 0, 0, 0, 0, 0, 0, 0, 1907, -1955, -4630, 1, 0, 1, 574, 2432, 103496
611, 31399745, 3, 2047, 0, 0, 0, 0, 0, 0, 0, 1907, -1955, -4630, 0, 0, 0, 574, 2431, 103494
612, 31449794, 3, 2047, 0, 0, 0, 0, 0, 0, 0, 1907, -1955, -4629, 0, 0, 0, 560, 2431, 103494
613, 31499729, 3, 2047, 0, 0, 0, 0, 0, 0, 0, 1907, -1955, -4629, 1, 0, 0, 574, 2431, 103494
614, 31549974, 3, 2047, 0, 0, 0, 0, 0, 0, 0, 1907, -1955, -4629, 0, 0, 1, 574, 2431, 103501
615, 31599546, 3, 2047, 0, 0, 0, 0, 0, 0, 0, 1907, -1955, -4629, -1, -1, 0, 560, 2431, 103501
616, 31649967, 3, 2047, 0, 0, 0, 0, 0, 0, 0, 1906, -1954, -4629, -1, -1, 0, 574, 2431, 103501
617, 31699740, 3, 2047, 0, 0, 0, 0, 0, 0, 0, 1906, -1954, -4629, -1, -1, -1, 574, 2431, 103498
618, 31749790, 3, 2047, 0, 0, 0, 0, 0, 0, 0, 1906, -1954, -4629, -1, -1, 0, 560, 2431, 103498
619, 31799724, 3, 2047, 0, 0, 0, 0, 0, 0, 0, 1906, -1954, -4629, -1, -1, 0, 574, 2431, 103498
620, 31849972, 3, 2047, 0, 0, 0, 0, 0, 0, 0, 1905, -1954, -4629, -1, -2, 0, 574, 2431, 103498
621, 31899542, 3, 2047, 0, 0, 0, 0, 0, 0, 0, 1905, -1953, -4629, -1, -1, 0, 560, 2431, 103498
622, 31949960, 3, 2047, 0, 0, 0, 0, 0, 0, 0, 1905, -1953, -4629, 0, 0, 0, 574, 2431, 103498
623, 31999735, 3, 2047, 0, 0, 0, 0, 0, 0, 0, 1905, -1953, -4629, 1, 0, 0, 574, 2431, 103494
624, 32049785, 3, 2047, 0, 0, 0, 0, 0, 0, 0, 1905, -1954, -4629, 0, 0, 0, 560, 2431, 103494
625, 32099719, 3, 2047, 0, 0, 0, 0, 0, 0, 0, 1905, -1954, -4629, 0, 0, 0, 574, 2431, 103494
626, 32149966, 3, 2047, 0, 0, 0, 0, 0, 0, 0, 1905, -1954, -4629, -1, -1, 0, 574, 2432, 103495
627, 32199536, 3, 2047, 0, 0, 0, 0, 0, 0, 0, 1905, -1954, -4629, -1, -2, 0, 560, 2432, 103495
628, 32249957, 3, 2047, 0, 0, 0, 0, 0, 0, 0, 1905, -1954, -4629, -1, -2, 0, 574, 2432, 103495
629, 32299732, 3, 2047, 0, 0, 0, 0, 0, 0, 0, 1905, -1954, -4629, -1, -1, 0, 574, 2431, 103490
630, 32349781, 3, 2047, 0, 0, 0, 0, 0, 0, 0, 1905, -1953, -4629, -1, -1, -1, 560, 2431, 103490
631, 32399713, 3, 2047, 0, 0, 0, 0, 0, 0, 0, 1905, -1954, -4629, -1, -1, 0, 574, 2431, 103490
632, 32449962, 3, 2047, 0, 0, 0, 0, 0, 0, 0, 1905, -1953, -4629, -1, -1, 0, 574, 2432, 103490
633, 32499534, 3, 2047, 0, 0, 0, 0, 0, 0, 0, 1905, -1953, -4629, 0, 0, -1, 560, 2432, 103490
634, 32549951, 3, 2047, 0, 0, 0, 0, 0, 0, 0, 1906, -1954, -4629, -1, -1, 0, 574, 2432, 103490
635, 32599725, 3, 2047, 0, 0, 0, 0, 0, 0, 0, 1906, -1953, -4629, -1, -1, 0, 574, 2432, 103483
636, 32649776, 3, 2047, 0, 0, 0, 0, 0, 0, 0, 1906, -1953, -4629, -1, -2, 0, 560, 2432, 103483
637, 32699711, 3, 2047, 0, 0, 0, 0, 0, 0, 0, 1907, -1953, -4629, -1, -1, 0, 574, 2432, 103483
638, 32749958, 3, 2047, 0, 0, 0, 0, 0, 0, 0, 1907, -1953, -4629, -1, -1, 0, 574, 2432, 103477
639, 32799530, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1907, -1953, -4629, 1, 1, -1, 560, 2432, 103477
640, 32849949, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1907, -1953, -4629, 2, 2, -1, 574, 2432, 103477
641, 32899722, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1907, -1953, -4629, 0, 0, 0, 574, 2432, 103476
642, 32949772, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1907, -1952, -4629, 0, 0, 0, 560, 2432, 103476
643, 32999706, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1906, -1953, -4629, -1, -1, 0, 574, 2432, 103476
644, 33049952, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1906, -1952, -4629, -1, -1, 0, 574, 2432, 103481
645, 33099523, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1906, -1952, -4629, -1, -2, 0, 560, 2432, 103481
646, 33149942, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1907, -1952, -4629, -1, -3, 0, 574, 2432, 103481
647, 33199716, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1906, -1951, -4629, -1, -2, 0, 574, 2432, 103477
648, 33249766, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1906, -1951, -4629, 0, 0, 0, 560, 2432, 103477
649, 33299701, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1906, -1952, -4629, -1, -1, 0, 574, 2432, 103477
650, 33349948, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1906, -1952, -4629, -2, -2, 0, 574, 2432, 103473
651, 33399519, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1906, -1951, -4629, -1, -2, 0, 560, 2432, 103473
652, 33449940, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1906, -1951, -4629, -1, -2, 0, 574, 2432, 103473
653, 33499712, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1906, -1951, -4629, -1, -1, 0, 574, 2432, 103474
654, 33549763, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1906, -1951, -4629, -1, -2, 1, 560, 2432, 103474
655, 33599696, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1904, -1952, -4628, -21, -24, 11, 574, 2432, 103474
656, 33649944, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1906, -1952, -4629, 23, 22, -7, 574, 2432, 103476
657, 33699514, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1906, -1953, -4629, -13, -13, 5, 560, 2432, 103476
658, 33749935, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1905, -1952, -4629, -1, -1, 0, 574, 2432, 103476
659, 33799709, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1906, -1952, -4629, 2, 1, -1, 574, 2433, 103472
660, 33849759, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1905, -1953, -4629, 0, 1, -1, 560, 2433, 103472
661, 33899692, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1905, -1953, -4629, 0, 0, 0, 574, 2433, 103472
662, 33949939, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1905, -1953, -4629, 1, 0, -1, 574, 2433, 103473
663, 33999512, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1905, -1953, -4629, 0, -1, 0, 560, 2433, 103473
664, 34049934, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1906, -1953, -4629, 0, 0, 0, 574, 2433, 103473
665, 34099705, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1906, -1953, -4629, -1, -1, 0, 574, 2432, 103474
666, 34149757, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1906, -1954, -4629, 0, 0, 0, 560, 2432, 103474
667, 34199692, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1906, -1954, -4628, -1, -1, 0, 574, 2432, 103474
668, 34249938, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1906, -1954, -4628, 0, 0, 0, 574, 2432, 103473
669, 34302791, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1906, -1954, -4628, 0, 0, 0, 560, 2432, 103473
670, 34353134, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1906, -1954, -4627, -1, -1, 0, 574, 2432, 103473
671, 34402795, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1906, -1954, -4627, 0, 0, 0, 574, 2432, 103473
672, 34452765, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1907, -1954, -4627, -1, -1, 0, 560, 2432, 103473
673, 34502614, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1907, -1954, -4627, 0, 0, 0, 574, 2432, 103473
674, 34552765, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1906, -1954, -4627, 0, 0, 0, 574, 2432, 103473
675, 34602218, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1906, -1954, -4627, 0, 0, 0, 560, 2432, 103473
676, 34652533, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1906, -1953, -4627, 0, 0, 0, 574, 2432, 103473
677, 34702227, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1906, -1954, -4627, 0, 0, 1, 574, 2432, 103472
678, 34752197, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1906, -1954, -4626, 0, 0, 1, 560, 2432, 103472
679, 34802045, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1906, -1954, -4626, -1, -1, 0, 574, 2432, 103472
